gtdb_species_clade_id	GTDB_taxonomy	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	no_genomes	no_core	no_aux_genome	no_gene_clusters	phb_status	phb_genes_str	phaC_is_core	phaC_is_aux	has_phaC	has_complete_pathway
s__Anabaena_variabilis_A--RS_GCF_014698735.1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Anabaena	3	3679	3358	7037	absent				0	0
s__Accumulibacter_sp023806635--GB_GCA_023806635.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Accumulibacter	3	3755	345	4100	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__JAALKI01_sp011088105--GB_GCA_011088105.1	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__JAALKI01	Nitrospirota	Nitrospiria	Nitrospirales	UBA8639	JAALKI01	3	1982	1220	3202	absent				0	0
s__Bradyrhizobium_elkanii_A--RS_GCF_000472865.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	3	5849	8419	14268	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__Aquitalea_magnusonii--RS_GCF_003202035.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Aquitalea	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Aquitalea	3	2931	3136	6067	complete	phaA,phaB,phaC	True	False	1	1
s__JAHJEX01_sp018825385--GB_GCA_018825385.1	d__Bacteria;p__Patescibacteria;c__ABY1;o__UM-FILTER-42-10;f__UM-FILTER-42-10;g__JAHJEX01	Patescibacteria	ABY1	UM-FILTER-42-10	UM-FILTER-42-10	JAHJEX01	3	948	695	1643	precursors_only	phaA			0	0
s__Bacteroides_oleiciplenus--RS_GCF_000315485.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	3	4015	2225	6240	precursors_only	phaB			0	0
s__Parasynechococcus_sp003208835--GB_GCA_003208835.1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Parasynechococcus	3	678	2751	3429	absent				0	0
s__IGN3_sp002050295--GB_GCA_022708025.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__IGN3	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	IGN3	3	2699	1538	4237	precursors_only	phaA			0	0
s__CAIYFD01_sp903925425--GB_GCA_903925425.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__CAIYFD01	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	CAIYFD01	3	1494	2840	4334	absent				0	0
s__Chlorobium_sp903939765--GB_GCA_903939765.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	3	2296	1155	3451	absent				0	0
s__Collinsella_sp900544225--GB_GCA_900544225.1	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	2	1399	906	2305	absent				0	0
s__UBA11096_sp003534055--GB_GCA_018771605.1	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__UBA11096	Aquificota	Aquificae	Aquificales	Aquificaceae	UBA11096	3	807	1805	2612	absent				0	0
s__Virgibacillus_chiguensis--RS_GCF_900129865.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Virgibacillus	3	2907	2630	5537	precursors_only	phaA			0	0
s__Rubrivivax_sp903822435--GB_GCA_903822435.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Rubrivivax	3	3396	5919	9315	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__UBA5619_sp001873745--GB_GCA_001873745.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619	Desulfobacterota	Syntrophia	Syntrophales	UBA5619	UBA5619	3	1794	2869	4663	precursors_only	phaA,phaB			0	0
s__HO2-45-11b_sp001817055--GB_GCA_001817055.1	d__Bacteria;p__Patescibacteria;c__Andersenbacteria;o__UBA10190;f__UBA10190;g__HO2-45-11b	Patescibacteria	Andersenbacteria	UBA10190	UBA10190	HO2-45-11b	3	680	566	1246	absent				0	0
s__UBA737_sp902762875--GB_GCA_902762875.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	3	1149	1207	2356	absent				0	0
s__JANTHG01_sp024762535--GB_GCA_024762535.1	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__JANTHG01	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JANTHG01	3	1641	2169	3810	precursors_only	phaA,phaP			0	0
s__Marinovum_algicola--RS_GCF_900109145.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marinovum	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinovum	3	4285	1519	5804	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__Blautia_A_sp934424575--GB_GCA_934424575.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	3	2061	1239	3300	precursors_only	phaA			0	0
s__Aequorivita_sp002715485--GB_GCA_002715485.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita	3	1978	1902	3880	precursors_only	phaA,phaB			0	0
s__Brevibacterium_sp001815905--RS_GCF_001815905.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	Actinomycetota	Actinomycetia	Actinomycetales	Brevibacteriaceae	Brevibacterium	3	1913	694	2607	precursors_only	phaA			0	0
s__SR-FBR-E99_sp012513795--GB_GCA_012513795.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	SR-FBR-E99	3	1136	3015	4151	absent				0	0
s__Pseudoalteromonas_luteoviolacea_F--RS_GCF_001625565.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Pseudoalteromonas	3	5014	1008	6022	complete	phaA,phaB,phaC	True	False	1	1
s__Chlorobium_sp903822595--GB_GCA_903822595.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	3	2271	1089	3360	absent				0	0
s__MVZN01_sp002069125--GB_GCA_002069125.1	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5368;g__MVZN01	Spirochaetota	UBA4802	UBA4802	UBA5368	MVZN01	3	1713	2749	4462	precursors_only	phaA			0	0
s__UBA6857_sp023665555--GB_GCA_023665555.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA6857	3	1943	592	2535	absent				0	0
s__Leucobacter_luti_A--RS_GCF_019464495.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Leucobacter	3	2483	1783	4266	precursors_only	phaA			0	0
s__Alkalihalobacillus_trypoxylicola--RS_GCF_001590785.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Alkalihalobacillus	Bacillota	Bacilli	Bacillales_H	Bacillaceae_D	Alkalihalobacillus	3	3473	1299	4772	absent				0	0
s__Corynebacterium_nuruki--RS_GCF_007970465.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	3	1902	1699	3601	precursors_only	phaA			0	0
s__UBA4763_sp002403455--GB_GCA_002403455.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__UBA4763	Pseudomonadota	Alphaproteobacteria	Caulobacterales	TH1-2	UBA4763	3	1182	2351	3533	complete	phaA,phaB,phaC,phaZ	False	True	1	1
s__Chryseobacterium_culicis_A--RS_GCF_002979755.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	3	3852	1711	5563	precursors_only	phaA,phaB			0	0
s__Flavobacterium_salilacus--RS_GCF_004634195.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	2	2744	282	3026	precursors_only	phaA			0	0
s__Lentimicrobium_sp002425985--GB_GCA_023957275.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	3	1380	4651	6031	precursors_only	phaA			0	0
s__Eubacterium_I_sp021201535--GB_GCA_021201535.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	3	1463	2535	3998	precursors_only	phaA,phaP			0	0
s__Marinicaulis_sp013002535--GB_GCA_013002535.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	3	2125	2320	4445	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__Cryptobacteroides_sp016286145--GB_GCA_016286145.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	3	780	1653	2433	absent				0	0
s__Aequoribacter_fuscus--RS_GCF_009910365.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Aequoribacter	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Aequoribacter	3	2112	1348	3460	precursors_only	phaA			0	0
s__Akkermansia_intestinigallinarum--GB_GCA_019114365.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	3	1443	920	2363	absent				0	0
s__Brevibacterium_antiquum_A--RS_GCF_900169145.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	Actinomycetota	Actinomycetia	Actinomycetales	Brevibacteriaceae	Brevibacterium	3	2481	1831	4312	precursors_only	phaA			0	0
s__Aulosira_diplosiphon--GB_GCA_002368275.1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Aulosira	3	7644	591	8235	accessory_only	phaP			0	0
s__Archangium_A_sp903905455--GB_GCA_903905455.1	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium_A	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Archangium_A	3	7199	989	8188	complete	phaA,phaC,phaZ	True	False	1	1
s__64-32_sp001508155--GB_GCA_001508155.1	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__64-32	Bipolaricaulota	Bipolaricaulia	Bipolaricaulales	Bipolaricaulaceae	64-32	3	1431	1526	2957	precursors_only	phaA			0	0
s__JAEYXD01_sp023428645--GB_GCA_023428645.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__JAEYXD01	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	JAEYXD01	3	2786	3746	6532	complete	phaA,phaC,phaP	True	False	1	1
s__SLMP01_sp007133465--GB_GCA_007133465.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__SLMP01	Actinomycetota	Actinomycetia	Nitriliruptorales	Nitriliruptoraceae	SLMP01	3	1694	2639	4333	precursors_only	phaA			0	0
s__Nocardia_aurea--RS_GCF_003123685.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Nocardia	3	5050	7497	12547	complete	phaA,phaB,phaC	True	True	1	1
s__RUG563_sp015056015--GB_GCA_015056015.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__RUG563	Bacillota_A	Clostridia	Christensenellales	CAG-74	RUG563	3	1940	1791	3731	absent				0	0
s__Sphingomonas_sp003050745--RS_GCF_003050745.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	3	2967	2216	5183	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__2-02-FULL-45-21_sp001805845--GB_GCA_001805845.1	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA12090;g__2-02-FULL-45-21	Omnitrophota	Koll11	GIF10	UBA12090	2-02-FULL-45-21	3	540	763	1303	precursors_only	phaA			0	0
s__Bacteroides_sp014385165--GB_GCA_014385165.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	3	2468	1836	4304	absent				0	0
s__JAHJCH01_sp018813065--GB_GCA_018813065.1	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__JAHJCH01	Myxococcota	Bradymonadia	UBA7976	UBA1532	JAHJCH01	3	3502	2271	5773	complete	phaA,phaC,phaP	True	False	1	1
s__GCA-2704625_sp003213135--GB_GCA_003213135.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	GCA-2704625	2	542	634	1176	precursors_only	phaA			0	0
s__CAJBIL01_sp903939665--GB_GCA_903939665.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__CAJBIL01	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	CAJBIL01	3	1702	3129	4831	complete	phaA,phaB,phaC	True	True	1	1
s__Helicobacter_B_macacae--RS_GCF_000507845.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_B	3	1510	969	2479	absent				0	0
s__UBA1096_sp015658765--GB_GCA_015658765.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA1096	UBA1096	3	1130	3913	5043	absent				0	0
s__JAMCPL01_sp021841005--GB_GCA_021841005.1	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAMCPL01;g__JAMCPL01	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JAMCPL01	JAMCPL01	3	1202	1187	2389	precursors_only	phaA,phaP			0	0
s__Mixta_tenebrionis--RS_GCF_006517625.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Mixta	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Mixta	2	3585	1265	4850	absent				0	0
s__Synechococcus_C_sp003210315--GB_GCA_003210315.1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_C	3	292	2929	3221	absent				0	0
s__Pelagibacter_A_ubique_A--RS_GCF_001179945.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter_A	3	378	1029	1407	precursors_only	phaA			0	0
s__Collinsella_sp900552155--GB_GCA_900552155.1	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	3	990	1775	2765	absent				0	0
s__B26-1_sp001593925--GB_GCA_001593925.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1	Thermoproteota	Bathyarchaeia	B26-1	B26-1	B26-1	3	510	2173	2683	precursors_only	phaA			0	0
s__Bin125_sp022822855--GB_GCA_022822855.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Bin125;f__Bin125;g__Bin125	Chloroflexota	Dehalococcoidia	Bin125	Bin125	Bin125	3	2339	1431	3770	precursors_only	phaA,phaB			0	0
s__Tractidigestivibacter_sp900119625--GB_GCA_900119625.1	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter	3	1042	2114	3156	precursors_only	phaA,phaP			0	0
s__Enterococcus_A_devriesei--RS_GCF_001885905.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_A	3	2421	1539	3960	precursors_only	phaA,phaP			0	0
s__Corynebacterium_sp017942225--RS_GCF_017942225.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	3	1764	1143	2907	precursors_only	phaA			0	0
s__Agrobacterium_sp014851585--RS_GCF_014851585.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	3	4461	1897	6358	precursors_only	phaA,phaP			0	0
s__Pseudomonas_F_furukawaii--RS_GCF_002355475.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_F	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	3	4754	2553	7307	complete	phaA,phaC,phaP	True	False	1	1
s__JACKKV01_sp024236235--GB_GCA_024236235.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__JACKKV01	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	JACKKV01	3	884	2340	3224	complete	phaA,phaB,phaC,phaZ	False	True	1	1
s__Methylocystis_sp009773555--GB_GCA_009773555.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	3	2378	3230	5608	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__UBA636_sp902803275--GB_GCA_902803275.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	3	891	2349	3240	absent				0	0
s__GJ-E10_sp000828975--GB_GCA_000828975.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__GJ-E10	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	GJ-E10	3	1544	2672	4216	complete	phaA,phaB,phaC	False	True	1	1
s__UBA12501_sp10192u--GB_GCA_013331695.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA12501;g__UBA12501	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	UBA12501	UBA12501	3	704	1668	2372	absent				0	0
s__Wenzhouxiangella_sp007134485--GB_GCA_007134485.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Wenzhouxiangellaceae	Wenzhouxiangella	3	2653	1549	4202	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__Thiobacillus_sp002257045--GB_GCA_002257045.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	3	1908	2573	4481	absent				0	0
s__JAABRC01_sp011391115--GB_GCA_011391115.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__JAABRC01	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	JAABRC01	3	1349	5979	7328	complete	phaA,phaB,phaC,phaZ	True	True	1	1
s__Moritella_sp018219455--RS_GCF_018219455.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Moritellaceae;g__Moritella	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Moritellaceae	Moritella	3	3522	1866	5388	precursors_only	phaA			0	0
s__Polaribacter_sp002340765--GB_GCA_002340765.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	3	776	2238	3014	precursors_only	phaA			0	0
s__Flavobacterium_aquatile--RS_GCF_000757385.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	3	3131	69	3200	precursors_only	phaA			0	0
s__Agathobaculum_stercoravium--GB_GCA_019113065.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	3	1515	1750	3265	precursors_only	phaA,phaB			0	0
s__MGIIb-O5_sp002499865--GB_GCA_002499865.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O5	3	735	814	1549	precursors_only	phaA			0	0
s__Chryseobacterium_joostei--RS_GCF_003815775.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	3	3467	1411	4878	precursors_only	phaA,phaB			0	0
s__Ensifer_sp001695855--RS_GCF_001695855.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	3	5542	1651	7193	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__CAIKLP01_sp903828245--GB_GCA_903828245.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__CAIKLP01;g__CAIKLP01	Bacteroidota	Bacteroidia	Sphingobacteriales	CAIKLP01	CAIKLP01	3	1260	1159	2419	precursors_only	phaA			0	0
s__Sodaliphilus_sp902761475--GB_GCA_902761475.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	3	1135	1914	3049	absent				0	0
s__CAISPN01_sp903869185--GB_GCA_903869185.1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__CAISPN01;g__CAISPN01	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	CAISPN01	CAISPN01	3	2300	1113	3413	absent				0	0
s__Sporolactobacillus_sp900543345--GB_GCA_900543345.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_K;f__Sporolactobacillaceae;g__Sporolactobacillus	Bacillota	Bacilli	Bacillales_K	Sporolactobacillaceae	Sporolactobacillus	3	1791	2769	4560	absent				0	0
