gtdb_species_clade_id	phb_genes_present	phb_status	phb_genes_str	n_phaC_clusters	phaC_is_core	phaC_is_aux
s__Phaeodactylibacter_sp022763345--GB_GCA_022763345.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Phaeodactylibacter_xiamenensis--RS_GCF_000759025.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Phaeospirillum_sp900184795--RS_GCF_900184795.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	3.0	True	True
s__Phaeospirillum_sp903853455--GB_GCA_903853455.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	3.0	True	False
s__Phaeospirillum_sp903901915--GB_GCA_903901915.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	5.0	True	True
s__Phaeovulum_veldkampii--RS_GCF_003034995.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__Phascolarctobacterium_A_sp004558595--GB_GCA_004558595.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_sp022718015--GB_GCA_022718015.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_sp900547415--GB_GCA_900547415.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_sp900551335--GB_GCA_900551335.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_sp900552855--GB_GCA_900552855.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_sp900553055--GB_GCA_900553055.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_sp900753045--GB_GCA_900753045.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_sp900757795--GB_GCA_900757795.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_sp934190775--GB_GCA_934190775.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_succinatutens--RS_GCF_000188175.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_A_succinatutens_A--GB_GCA_000434895.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_faecium--RS_GCF_003269275.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_sp900544795--GB_GCA_900544795.1	{'phaA'}	precursors_only	phaA			
s__Phascolarctobacterium_sp900545535--GB_GCA_900545535.1	{'phaA'}	precursors_only	phaA			
s__Phenylobacterium_deserti_A--GB_GCA_945883235.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phenylobacterium_sp001425305--RS_GCF_001425305.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phenylobacterium_sp001429025--RS_GCF_001429025.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phenylobacterium_sp001557235--RS_GCF_001557235.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phenylobacterium_sp001824475--GB_GCA_001824475.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	3.0	True	True
s__Phenylobacterium_sp002363865--GB_GCA_002363865.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phenylobacterium_sp013911965--GB_GCA_013911965.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	3.0	True	True
s__Phenylobacterium_sp018001015--GB_GCA_018001015.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	3.0	False	True
s__Phenylobacterium_sp018821435--GB_GCA_018821435.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phenylobacterium_sp019510435--GB_GCA_019510435.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	False	True
s__Phenylobacterium_sp020401865--GB_GCA_020401865.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	5.0	True	True
s__Phenylobacterium_sp020402585--GB_GCA_020402585.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	False	True
s__Phenylobacterium_sp020402745--GB_GCA_020402745.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	True
s__Phenylobacterium_sp023412655--GB_GCA_023412655.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	True
s__Phenylobacterium_sp903822175--GB_GCA_903822175.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	False	True
s__Phenylobacterium_sp903860975--GB_GCA_903860975.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	3.0	False	True
s__Phenylobacterium_sp903930545--GB_GCA_903930545.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	3.0	True	True
s__Phenylobacterium_sp903933475--GB_GCA_903933475.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phil1_sp001940855--GB_GCA_001940855.1	{'phaA'}	precursors_only	phaA			
s__Phil1_sp002069725--GB_GCA_002069725.1	{'phaA'}	precursors_only	phaA			
s__Phil1_sp004558525--GB_GCA_004558525.1	{'phaA'}	precursors_only	phaA			
s__Phocaeicola_A_sp017516265--GB_GCA_017516265.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_A_sp017521285--GB_GCA_017521285.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_barnesiae--RS_GCF_000374585.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_coprocola--RS_GCF_000154845.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_dorei--RS_GCF_013009555.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_excrementigallinarum--GB_GCA_019120125.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_excrementipullorum--GB_GCA_019550975.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_faecalis--RS_GCF_021730445.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_faecicola--RS_GCF_013618865.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_faecipullorum--GB_GCA_018884025.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_faecium--RS_GCF_014837055.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_intestinalis--RS_GCF_014837065.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_paurosaccharolyticus--RS_GCF_000613805.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_plebeius--RS_GCF_000187895.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_plebeius_A--RS_GCF_003437535.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_salanitronis--RS_GCF_000190575.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sartorii--RS_GCF_000614185.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp000436795--GB_GCA_000436795.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp002161765--RS_GCF_002161765.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp011959205--GB_GCA_011959205.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp017466635--GB_GCA_017466635.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp900066445--RS_GCF_016901995.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp900542985--GB_GCA_900542985.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp900544675--GB_GCA_900544675.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp900551065--RS_GCF_016900355.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp900551645--GB_GCA_900551645.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp900760795--GB_GCA_900760795.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_sp902388365--GB_GCA_902388365.1	{'phaB'}	precursors_only	phaB			
s__Phocaeicola_vulgatus--RS_GCF_000012825.1	{'phaB'}	precursors_only	phaB			
s__Phormidesmis_A_priestleyi_A--RS_GCF_001895925.1	{'phaB', 'phaP'}	precursors_only	phaB,phaP			
s__Phormidesmis_A_priestleyi_B--RS_GCF_001650195.1	{'phaP'}	accessory_only	phaP			
s__Phosphoribacter_baldrii--GB_GCA_016704565.1	{'phaA'}	precursors_only	phaA			
s__Phosphoribacter_hodrii--GB_GCA_016707175.1	{'phaC', 'phaA'}	complete	phaA,phaC	1.0	False	True
s__Phosphoribacter_sp016715285--GB_GCA_016715285.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_angustum--RS_GCF_003026365.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_aphoticum--RS_GCF_001029435.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_aquimaris--RS_GCF_002954455.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_arenosum--RS_GCF_014841115.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_carnosum--RS_GCF_002849605.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_damselae--RS_GCF_003026815.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_gaetbulicola--RS_GCF_000940995.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_galatheae--RS_GCF_000695255.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_ganghwense--RS_GCF_003025595.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_halotolerans--RS_GCF_000425165.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_halotolerans_A--RS_GCF_021432065.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_iliopiscarium--RS_GCF_003026395.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_jeanii--RS_GCF_001650345.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_kishitanii--RS_GCF_003026355.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	2.0	True	False
s__Photobacterium_leiognathi--RS_GCF_000950415.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_lucens--RS_GCF_009873615.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_lutimaris--RS_GCF_003025555.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_malacitanum--RS_GCF_900185615.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_marinum--RS_GCF_000331515.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_phosphoreum--RS_GCF_002954725.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_piscicola--RS_GCF_900166965.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	False	True
s__Photobacterium_profundum--RS_GCF_003026285.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_rosenbergii--RS_GCF_003026455.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_sanctipauli--RS_GCF_003026495.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_sanguinicancri--RS_GCF_002265265.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	False	True
s__Photobacterium_sp003026105--RS_GCF_003026105.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_sp022129445--RS_GCF_022129445.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_swingsii--GB_GCA_024346715.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photobacterium_toruni--GB_GCA_024529955.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Photorhabdus_asymbiotica--RS_GCF_003634575.1	{'phaA'}	precursors_only	phaA			
s__Photorhabdus_australis--RS_GCF_000711895.1	{'phaA'}	precursors_only	phaA			
s__Photorhabdus_bodei--RS_GCF_003287735.1	{'phaA'}	precursors_only	phaA			
s__Photorhabdus_khanii--RS_GCF_000517265.1	{'phaA'}	precursors_only	phaA			
s__Photorhabdus_laumondii--RS_GCF_003343245.1	{'phaA'}	precursors_only	phaA			
s__Photorhabdus_thracensis--RS_GCF_001010285.1	{'phaA'}	precursors_only	phaA			
s__Phototrophicus_sp020634165--GB_GCA_020634165.1	{'phaA'}	precursors_only	phaA			
s__Phreatobacter_oligotrophus--RS_GCF_003046185.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	False	True
s__Phycicoccus_A_elongatus--RS_GCF_000367525.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Phycicoccus_endophyticus--RS_GCF_011326735.1	{'phaA'}	precursors_only	phaA			
s__Phycicoccus_jejuensis--RS_GCF_000720925.1	{'phaA'}	precursors_only	phaA			
s__Phycisphaera_mikurensis--RS_GCF_000284115.1	{'phaP'}	accessory_only	phaP			
s__Phyllobacterium_brassicacearum--RS_GCF_003010955.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phyllobacterium_calauticae--RS_GCF_019991125.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phyllobacterium_endophyticum--RS_GCF_003010935.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phyllobacterium_myrsinacearum--RS_GCF_002980555.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phyllobacterium_pellucidum--RS_GCF_013327855.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phyllobacterium_sophorae--RS_GCF_003010965.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phyllobacterium_sp900472835--RS_GCF_020731415.2	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	False
s__Phyllobacterium_trifolii--RS_GCF_014192095.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phyllobacterium_zundukense--RS_GCF_002764115.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Phytoactinopolyspora_halophila--RS_GCF_003287285.1	{'phaA'}	precursors_only	phaA			
s__Phytobacter_diazotrophicus--GB_GCA_004346725.1	{'phaA'}	precursors_only	phaA			
s__Phytobacter_ursingii--GB_GCA_901456055.1	{'phaA'}	precursors_only	phaA			
s__Phytomonospora_endophytica--RS_GCF_014202425.1	{'phaA'}	precursors_only	phaA			
s__Picrophilus_oshimae--RS_GCF_900176435.1	{'phaA'}	precursors_only	phaA			
s__Pigmentiphaga_sp001898625--GB_GCA_001898625.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pigmentiphaga_sp002188635--RS_GCF_002188635.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	3.0	True	True
s__Pigmentiphaga_sp009360345--GB_GCA_009360345.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	True
s__Pinirhizobacter_soli--RS_GCF_015905305.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pinisolibacter_aquiterrae--RS_GCF_019160155.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__Pirellula_B_sp903820735--GB_GCA_903820735.1	{'phaA'}	precursors_only	phaA			
s__Pirellula_B_sp903837255--GB_GCA_903837255.1	{'phaA'}	precursors_only	phaA			
s__Pirellula_B_staleyi_A--GB_GCA_945870455.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Pirellula_staleyi--RS_GCF_000025185.1	{'phaC', 'phaA'}	complete	phaA,phaC	1.0	True	False
s__Piscibacillus_halophilus--RS_GCF_900110685.1	{'phaA'}	precursors_only	phaA			
s__Pisciglobus_halotolerans--RS_GCF_900113675.1	{'phaA'}	precursors_only	phaA			
s__Piscinibacter_sp016706565--GB_GCA_016706565.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__Piscinibacter_sp017983795--GB_GCA_017983795.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	3.0	True	True
s__Piscirickettsia_salmonis--RS_GCF_000297215.2	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	2.0	True	False
s__Pla86_sp007751255--GB_GCA_007751255.1	{'phaA'}	precursors_only	phaA			
s__Planifilum_fulgidum--RS_GCF_900113175.1	{'phaA'}	precursors_only	phaA			
s__Planktomarina_sp000981705--GB_GCA_000981705.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Planktomarina_sp002683685--GB_GCA_002683685.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Planktomarina_sp017856985--GB_GCA_017856985.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Planktomarina_sp905182325--GB_GCA_905182325.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Planktomarina_sp905182455--GB_GCA_905182455.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Planktomarina_sp905182535--GB_GCA_905182535.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Planktomarina_temperata--RS_GCF_000738435.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	True
s__Planktophila_dulcis--RS_GCF_002288225.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_lacus--RS_GCF_002287925.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_limnetica--RS_GCF_002288365.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp000378885--GB_GCA_000378885.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp001438925--GB_GCA_001438925.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp003569265--GB_GCA_003569265.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp005800815--GB_GCA_005800815.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009698295--GB_GCA_009698295.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009698445--GB_GCA_009698445.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009698675--GB_GCA_009698675.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009698815--GB_GCA_009698815.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Planktophila_sp009699165--GB_GCA_009699165.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	False	True
s__Planktophila_sp009699825--GB_GCA_009699825.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009700365--GB_GCA_009700365.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009701085--GB_GCA_009701085.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009701185--GB_GCA_009701185.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009702525--GB_GCA_009702525.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009702835--GB_GCA_009702835.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009702925--GB_GCA_009702925.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009704505--GB_GCA_009704505.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009705025--GB_GCA_009705025.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009705035--GB_GCA_009705035.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp009726135--GB_GCA_009726135.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp010024385--GB_GCA_010024385.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp010032875--GB_GCA_010032875.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp013205535--GB_GCA_013205535.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp903825015--GB_GCA_903825015.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp903832395--GB_GCA_903832395.1	{'phaB', 'phaP', 'phaA'}	precursors_only	phaA,phaB,phaP			
s__Planktophila_sp903845465--GB_GCA_903845465.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Planktophila_sp903852815--GB_GCA_903852815.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp903852955--GB_GCA_903852955.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp903874255--GB_GCA_903874255.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp903890345--GB_GCA_903890345.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp903904665--GB_GCA_903904665.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp903918325--GB_GCA_903918325.1	{'phaB', 'phaP', 'phaA'}	precursors_only	phaA,phaB,phaP			
s__Planktophila_sp903921405--GB_GCA_903921405.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp903932885--GB_GCA_903932885.1	{'phaA'}	precursors_only	phaA			
s__Planktophila_sp903954055--GB_GCA_903954055.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Planktophila_versatilis--RS_GCF_002288105.1	{'phaA'}	precursors_only	phaA			
s__Planktosalinus_lacus--RS_GCF_014640155.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Planktosalinus_sp001873105--GB_GCA_001873105.1	{'phaA'}	precursors_only	phaA			
s__Planktotalea_frisia--RS_GCF_001890925.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Planktotalea_sp000156115--GB_GCA_000156115.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Planktothricoides_sp001276715--RS_GCF_001276715.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Planktothrix_sp014697575--RS_GCF_014697575.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Planktothrix_tepida--RS_GCF_900009145.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Planobacterium_lacus--RS_GCF_003336205.1	{'phaA'}	precursors_only	phaA			
s__Planobacterium_sp015354315--RS_GCF_015354315.1	{'phaA'}	precursors_only	phaA			
s__Planobacterium_taklimakanense--RS_GCF_900187185.1	{'phaA'}	precursors_only	phaA			
s__Planobispora_rosea--RS_GCF_014648175.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_antarcticus--RS_GCF_001687565.2	{'phaA'}	precursors_only	phaA			
s__Planococcus_chinensis--RS_GCF_020071995.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_citreus--RS_GCF_003664125.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_glaciei--RS_GCF_900099655.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Planococcus_halocryophilus--RS_GCF_001687585.2	{'phaA'}	precursors_only	phaA			
s__Planococcus_halotolerans--RS_GCF_003289955.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_kocurii--RS_GCF_001465835.2	{'phaA'}	precursors_only	phaA			
s__Planococcus_koreensis--RS_GCF_004761975.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_maritimus_C--RS_GCF_001592825.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_okeanokoites--RS_GCF_003428875.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_ruber--RS_GCF_022819085.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_salinarum--RS_GCF_007004625.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_soli--RS_GCF_016881065.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_sp002833405--RS_GCF_002833405.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_sp019042655--RS_GCF_019042655.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_sp021513255--RS_GCF_021513255.1	{'phaA'}	precursors_only	phaA			
s__Planococcus_wigleyi--RS_GCF_014836985.1	{'phaA'}	precursors_only	phaA			
s__Planomonospora_parontospora--GB_GCA_014647935.1	{'phaA'}	precursors_only	phaA			
s__Planosporangium_flavigriseum--RS_GCF_011947225.1	{'phaA'}	precursors_only	phaA			
s__Planosporangium_mesophilum--RS_GCF_016863255.1	{'phaA'}	precursors_only	phaA			
s__Plantactinospora_sp003030345--RS_GCF_003030345.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Plantibacter_cousiniae--RS_GCF_003856975.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Plantibacter_flavus--RS_GCF_900177615.1	{'phaA'}	precursors_only	phaA			
s__Plantibacter_flavus_A--RS_GCF_002024505.1	{'phaA'}	precursors_only	phaA			
s__Plantibacter_sp001423185--RS_GCF_001423185.1	{'phaA'}	precursors_only	phaA			
s__Plasticicumulans_sp003962905--GB_GCA_018240295.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	4.0	True	True
