orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	neighbor_dominant	conservation_dominant	drop_tractability	drop_neighbor
Phaeo	GFF3893	3852	5106	4285.0	1254	0	0	False	False	4374	4388	5106	3908	4082	3852
psRCH2	GFF3002	3970	4967	4591.5	997	0	0	False	False	4374	4406	4963	4869	4967	3970
RalstoniaUW163	UW163_RS01300	3543	5478	4232.666666666667	1935	0	0	False	False	4380	4356	5478	3545	4094	3543
WCS417	GFF3479	4094	4943	4486.5	849	0	0	False	False	4380	4440	4943	4892	4094	4170
RalstoniaBSBF1503	RALBFv3_RS12305	3543	5478	4232.666666666667	1935	0	0	False	False	4380	4356	5478	3545	4094	3543
pseudo3_N2E3	AO353_01025	3543	5478	4232.666666666667	1935	0	0	False	False	4380	4356	5478	3545	4094	3543
Putida	PP_2278	4302	6089	4819.333333333333	1787	0	0	False	False	4384	4482	4739	4920	6089	4302
MR1	202089	4302	6089	4819.333333333333	1787	0	0	False	False	4384	4482	4739	4920	6089	4302
Koxy	BWI76_RS19675	4154	5495	4745.5	1341	0	0	False	False	4386	4581	4154	5001	5495	4856
SynE	Synpcc7942_0410	4098	4920	4491.0	822	0	0	False	False	4386	4501	4739	4920	4098	4302
RalstoniaPSI07	RPSI07_RS09035	3216	5599	4196.666666666667	2383	0	0	False	False	4386	4345	5599	3536	4098	3216
RalstoniaPSI07	RPSI07_RS03715	3700	4856	4298.0	1156	0	0	False	False	4386	4581	4157	3700	4108	4856
Cola	Echvi_2101	3394	6196	4473.666666666667	2802	0	0	False	False	4386	4808	3394	3960	4098	6196
Cola	Echvi_2499	3394	6196	4473.666666666667	2802	0	0	False	False	4386	4808	3394	3960	4098	6196
Burk376	H281DRAFT_00868	3707	4386	4127.833333333333	679	0	0	False	False	4386	4079	4140	3707	4098	4357
RalstoniaPSI07	RPSI07_RS21015	3216	5599	4196.666666666667	2383	0	0	False	False	4386	4345	5599	3536	4098	3216
RalstoniaUW163	UW163_RS08040	3700	4856	4298.0	1156	0	0	False	False	4386	4581	4157	3700	4108	4856
pseudo13_GW456_L13	PfGW456L13_3768	4154	5495	4745.5	1341	0	0	False	False	4386	4581	4154	5001	5495	4856
Cola	Echvi_0115	3291	4552	4088.0	1261	0	0	False	False	4386	4017	4552	3291	4108	4174
RalstoniaUW163	UW163_RS05390	3216	5599	4196.666666666667	2383	0	0	False	False	4386	4345	5599	3536	4098	3216
Magneto	AMB_RS21340	2716	5087	3961.0	2371	0	0	False	False	4386	3906	5087	2716	4098	3573
pseudo13_GW456_L13	PfGW456L13_33	4154	5495	4745.5	1341	0	0	False	False	4386	4581	4154	5001	5495	4856
pseudo3_N2E3	AO353_18365	2716	5087	3961.0	2371	0	0	False	False	4386	3906	5087	2716	4098	3573
SyringaeB728a_mexBdelta	Psyr_3667	3768	5207	4279.666666666667	1439	0	0	False	False	4401	4406	5207	3768	4121	3775
Dyella79	N515DRAFT_0650	2419	5453	3882.8333333333335	3034	0	0	False	False	4401	3855	5453	2419	4112	3057
Smeli	SMc01788	3775	5256	4654.333333333333	1481	0	0	False	False	4401	4411	5210	4873	5256	3775
Smeli	SMa1706	3775	5256	4654.333333333333	1481	0	0	False	False	4401	4411	5210	4873	5256	3775
Smeli	SMc01180	3775	5256	4654.333333333333	1481	0	0	False	False	4401	4411	5210	4873	5256	3775
Methanococcus_S2	MMP_RS03915	3343	5190	4232.0	1847	0	0	False	False	4401	3884	5190	4462	4112	3343
BFirm	BPHYT_RS23595	3343	5190	4232.0	1847	0	0	False	False	4401	3884	5190	4462	4112	3343
Smeli	SMc02374	3775	5256	4654.333333333333	1481	0	0	False	False	4401	4411	5210	4873	5256	3775
Btheta	351167	3343	5190	4232.0	1847	0	0	False	False	4401	3884	5190	4462	4112	3343
Smeli	SMc03747	3775	5256	4654.333333333333	1481	0	0	False	False	4401	4411	5210	4873	5256	3775
RalstoniaGMI1000	RS_RS16020	3343	5190	4232.0	1847	0	0	False	False	4401	3884	5190	4462	4112	3343
Dino	3606617	3343	5190	4232.0	1847	0	0	False	False	4401	3884	5190	4462	4112	3343
BFirm	BPHYT_RS18375	3681	5350	4289.833333333333	1669	0	0	False	False	4414	4404	5350	3763	4127	3681
HerbieS	HSERO_RS11780	3152	5330	4226.333333333333	2178	0	0	False	False	4413	3882	5330	4458	4123	3152
Dino	3610375	3956	4888	4384.5	932	0	0	False	False	4414	4233	4888	4693	4123	3956
Dino	3610651	3956	4888	4384.5	932	0	0	False	False	4414	4233	4888	4693	4123	3956
RalstoniaGMI1000	RS_RS26220	3605	5517	4301.666666666667	1912	0	0	False	False	4417	4388	5517	3750	4133	3605
ANA3	7024354	3605	5517	4301.666666666667	1912	0	0	False	False	4417	4388	5517	3750	4133	3605
Methanococcus_S2	MMP_RS08960	3302	6238	4520.333333333333	2936	0	0	False	False	4417	4855	3302	4177	4133	6238
azobra	AZOBR_RS18935	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
Smeli	SMc03041	4088	5421	4829.666666666667	1333	0	0	False	False	4417	4666	4088	5076	5310	5421
Burk376	H281DRAFT_03736	3302	6238	4520.333333333333	2936	0	0	False	False	4417	4855	3302	4177	4133	6238
DvH	208377	3771	5860	4795.5	2089	0	0	False	False	4417	4737	3771	5133	4855	5860
azobra	AZOBR_RS29460	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
Burk376	H281DRAFT_05889	3302	6238	4520.333333333333	2936	0	0	False	False	4417	4855	3302	4177	4133	6238
Btheta	352084	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
azobra	AZOBR_RS04175	3302	6238	4520.333333333333	2936	0	0	False	False	4417	4855	3302	4177	4133	6238
Btheta	351879	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
Magneto	AMB_RS00420	3302	6238	4520.333333333333	2936	0	0	False	False	4417	4855	3302	4177	4133	6238
Marino	GFF4294	4015	4855	4487.166666666667	840	0	0	False	False	4417	4552	4648	4015	4855	4436
Btheta	353007	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
SynE	Synpcc7942_0988	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
SB2B	6937381	3654	5773	4591.666666666667	2119	0	0	False	False	4417	4505	4979	3654	5773	4222
RalstoniaBSBF1503	RALBFv3_RS04500	3165	5421	4318.666666666667	2256	0	0	False	False	4417	4666	4088	3165	4155	5421
RalstoniaGMI1000	RS_RS26395	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
Miya	8499642	3302	6238	4520.333333333333	2936	0	0	False	False	4417	4855	3302	4177	4133	6238
Smeli	SMc05010	4088	5421	4829.666666666667	1333	0	0	False	False	4417	4666	4088	5076	5310	5421
SynE	Synpcc7942_0406	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
RalstoniaGMI1000	RS_RS26430	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
Miya	8502180	3302	6238	4520.333333333333	2936	0	0	False	False	4417	4855	3302	4177	4133	6238
Miya	8502382	3302	6238	4520.333333333333	2936	0	0	False	False	4417	4855	3302	4177	4133	6238
Btheta	351666	4071	4647	4315.833333333333	576	0	0	False	False	4417	4155	4071	4647	4133	4472
Korea	Ga0059261_3942	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
BFirm	BPHYT_RS23845	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
BFirm	BPHYT_RS23530	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
BFirm	BPHYT_RS22665	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
psRCH2	GFF2750	3970	5139	4668.5	1169	0	0	False	False	4443	4467	5139	4909	5083	3970
BFirm	BPHYT_RS00475	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
SynE	Synpcc7942_0175	3530	5652	4505.666666666667	2122	0	0	False	False	4443	4380	5652	4827	4202	3530
Ponti	CA264_00425	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
pseudo1_N1B4	Pf1N1B4_5465	3511	5777	4765.0	2266	0	0	False	False	4443	4380	5652	4827	5777	3511
psRCH2	GFF1432	3970	5139	4668.5	1169	0	0	False	False	4443	4467	5139	4909	5083	3970
PS	Dsui_2916	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
psRCH2	GFF752	3970	5139	4668.5	1169	0	0	False	False	4443	4467	5139	4909	5083	3970
BFirm	BPHYT_RS24720	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
SyringaeB728a_mexBdelta	Psyr_3108	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
RalstoniaGMI1000	RS_RS26400	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
SyringaeB728a	Psyr_3108	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
BFirm	BPHYT_RS33730	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
SynE	Synpcc7942_2311	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
WCS417	GFF4260	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
SyringaeB728a_mexBdelta	Psyr_3107	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
BFirm	BPHYT_RS06235	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Dino	3609752	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
PS	Dsui_0534	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
BFirm	BPHYT_RS05985	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
psRCH2	GFF1033	3970	5139	4668.5	1169	0	0	False	False	4443	4467	5139	4909	5083	3970
DdiaME23	DZA65_RS17670	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
HerbieS	HSERO_RS13425	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
acidovorax_3H11	Ac3H11_2229	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Dino	3608673	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Dino	3607323	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Dino	3607378	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
RalstoniaGMI1000	RS_RS26435	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Korea	Ga0059261_3844	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
azobra	AZOBR_RS12170	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
azobra	AZOBR_RS29920	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Cup4G11	RR42_RS17480	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
BFirm	BPHYT_RS29030	3960	5139	4356.0	1179	0	0	False	False	4443	4467	5139	3960	4157	3970
Cup4G11	RR42_RS36070	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Caulo	CCNA_03461	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
BFirm	BPHYT_RS27670	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
BFirm	BPHYT_RS27650	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Korea	Ga0059261_0732	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Korea	Ga0059261_0788	4157	5049	4576.166666666667	892	0	0	False	False	4443	4636	4244	5049	4157	4928
Burk376	H281DRAFT_03049	3852	5247	4366.666666666667	1395	0	0	False	False	4486	4461	5247	3949	4205	3852
ANA3	7025153	4203	5044	4591.666666666667	841	0	0	False	False	4486	4633	4382	5044	4203	4802
ANA3	7024819	3852	5247	4366.666666666667	1395	0	0	False	False	4486	4461	5247	3949	4205	3852
Dda3937	DDA3937_RS07585	3852	5247	4366.666666666667	1395	0	0	False	False	4486	4461	5247	3949	4205	3852
BFirm	BPHYT_RS08755	3852	5247	4366.666666666667	1395	0	0	False	False	4486	4461	5247	3949	4205	3852
WCS417	GFF2815	4203	5044	4591.666666666667	841	0	0	False	False	4486	4633	4382	5044	4203	4802
Btheta	354212	3642	5320	4421.333333333333	1678	0	0	False	False	4486	4205	5320	4670	4205	3642
Ddia6719	HGI48_RS07435	3852	5247	4366.666666666667	1395	0	0	False	False	4486	4461	5247	3949	4205	3852
BFirm	BPHYT_RS29615	3852	5247	4366.666666666667	1395	0	0	False	False	4486	4461	5247	3949	4205	3852
Keio	3446212	4495	6776	5010.166666666667	2281	0	0	False	False	4495	4614	4560	5035	6776	4581
MR1	203572	4302	6280	4923.166666666667	1978	0	0	False	False	4495	4552	4921	4989	6280	4302
Keio	15268	4495	6776	5010.166666666667	2281	0	0	False	False	4495	4614	4560	5035	6776	4581
Keio	14836	4495	6776	5010.166666666667	2281	0	0	False	False	4495	4614	4560	5035	6776	4581
Keio	1936330	4495	6776	5010.166666666667	2281	0	0	False	False	4495	4614	4560	5035	6776	4581
PV4	5210278	3757	5450	4387.0	1693	0	0	False	False	4500	4455	5450	3946	4214	3757
SyringaeB728a_mexBdelta	Psyr_4492	4032	5570	4529.166666666667	1538	0	0	False	False	4500	4737	4032	4118	4218	5570
Dino	3609002	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
Dino	3609256	4214	5035	4579.166666666667	821	0	0	False	False	4500	4614	4560	5035	4214	4552
pseudo6_N2E2	Pf6N2E2_769	3407	5570	4412.166666666667	2163	0	0	False	False	4500	4749	4029	3407	4218	5570
azobra	AZOBR_RS23145	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
SyringaeB728a_mexBdelta	Psyr_3038	2802	4614	4207.0	1812	0	0	False	False	4500	4614	4560	2802	4214	4552
azobra	AZOBR_RS12520	3114	4878	4114.5	1764	0	0	False	False	4500	4053	4878	3114	4218	3924
PS	Dsui_3417	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
Cup4G11	RR42_RS12900	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
pseudo1_N1B4	Pf1N1B4_4120	4500	5806	4851.5	1306	0	0	False	False	4500	4614	4567	5041	5806	4581
PS	Dsui_1889	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
RalstoniaGMI1000	RS_RS02475	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
SyringaeB728a	Psyr_4492	4032	5570	4529.166666666667	1538	0	0	False	False	4500	4737	4032	4118	4218	5570
azobra	AZOBR_RS06215	3561	4540	4198.5	979	0	0	False	False	4500	4121	4540	3561	4214	4255
Dda3937	DDA3937_RS23285	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
Ddia6719	HGI48_RS11800	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
acidovorax_3H11	Ac3H11_2627	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
pseudo1_N1B4	Pf1N1B4_5543	4500	5806	4851.5	1306	0	0	False	False	4500	4614	4567	5041	5806	4581
Dda3937	DDA3937_RS04055	3230	6487	4784.166666666667	3257	0	0	False	False	4500	4951	3230	5319	4218	6487
Magneto	AMB_RS22735	3766	5385	4433.833333333333	1619	0	0	False	False	4500	4121	3766	4613	4218	5385
Marino	GFF549	3230	6487	4898.0	3257	0	0	False	False	4521	4951	3230	5319	4880	6487
Marino	GFF4131	3230	6487	4898.0	3257	0	0	False	False	4521	4951	3230	5319	4880	6487
psRCH2	GFF909	3662	5586	4709.0	1924	0	0	False	False	4523	4443	5586	4895	5145	3662
pseudo6_N2E2	Pf6N2E2_3598	4238	5033	4594.166666666667	795	0	0	False	False	4524	4609	4699	5033	4238	4462
RalstoniaGMI1000	RS_RS04195	3216	5907	4320.333333333333	2691	0	0	False	False	4529	4417	5907	3609	4244	3216
RalstoniaUW163	UW163_RS19680	3772	4856	4420.666666666667	1084	0	0	False	False	4525	4700	4431	3772	4240	4856
RalstoniaPSI07	RPSI07_RS24785	3772	4856	4420.666666666667	1084	0	0	False	False	4525	4700	4431	3772	4240	4856
RalstoniaBSBF1503	RALBFv3_RS24150	3772	4856	4420.666666666667	1084	0	0	False	False	4525	4700	4431	3772	4240	4856
Putida	PP_5511	4302	6315	4950.333333333333	2013	0	0	False	False	4529	4581	4969	5006	6315	4302
RalstoniaBSBF1503	RALBFv3_RS19495	3772	4856	4420.666666666667	1084	0	0	False	False	4525	4700	4431	3772	4240	4856
Koxy	BWI76_RS14425	4411	5669	4876.333333333333	1258	0	0	False	False	4529	4700	4411	5093	5669	4856
pseudo13_GW456_L13	PfGW456L13_1989	4411	5669	4876.333333333333	1258	0	0	False	False	4529	4700	4411	5093	5669	4856
DvH	206426	3945	5326	4707.166666666667	1381	0	0	False	False	4529	4517	5326	4964	4962	3945
PS	Dsui_3461	4017	4552	4355.333333333333	535	0	0	False	False	4529	4017	4552	4543	4248	4243
Pedo557	CA265_RS20360	3354	4809	4205.166666666667	1455	0	0	False	False	4529	4121	4809	3354	4244	4174
RalstoniaUW163	UW163_RS24760	3180	6092	4374.833333333333	2912	0	0	False	False	4536	4416	6092	3776	4249	3180
Cup4G11	RR42_RS36745	3343	5455	4348.666666666667	2112	0	0	False	False	4537	3989	5455	4516	4252	3343
WCS417	GFF3903	3775	5487	4398.833333333333	1712	0	0	False	False	4537	4508	5487	3823	4263	3775
acidovorax_3H11	Ac3H11_3769	3343	5455	4348.666666666667	2112	0	0	False	False	4537	3989	5455	4516	4252	3343
Btheta	349935	3343	5455	4348.666666666667	2112	0	0	False	False	4537	3989	5455	4516	4252	3343
azobra	AZOBR_RS30320	3343	5455	4348.666666666667	2112	0	0	False	False	4537	3989	5455	4516	4252	3343
SynE	Synpcc7942_0760	3343	5455	4348.666666666667	2112	0	0	False	False	4537	3989	5455	4516	4252	3343
Cup4G11	RR42_RS27510	3343	5455	4348.666666666667	2112	0	0	False	False	4537	3989	5455	4516	4252	3343
SynE	Synpcc7942_1836	3343	5455	4348.666666666667	2112	0	0	False	False	4537	3989	5455	4516	4252	3343
Btheta	350698	3343	5455	4348.666666666667	2112	0	0	False	False	4537	3989	5455	4516	4252	3343
Smeli	SMc00020	3775	5481	4781.5	1706	0	0	False	False	4537	4508	5481	4950	5438	3775
Smeli	SMc00376	3775	5481	4781.5	1706	0	0	False	False	4537	4508	5481	4950	5438	3775
Smeli	SM_b20340	3775	5481	4781.5	1706	0	0	False	False	4537	4508	5481	4950	5438	3775
Smeli	SM_b21521	3775	5481	4781.5	1706	0	0	False	False	4537	4508	5481	4950	5438	3775
Smeli	SMc04164	3775	5481	4781.5	1706	0	0	False	False	4537	4508	5481	4950	5438	3775
BFirm	BPHYT_RS25775	4212	4969	4518.0	757	0	0	False	False	4537	4333	4969	4807	4250	4212
Smeli	SMc01264	3775	5481	4781.5	1706	0	0	False	False	4537	4508	5481	4950	5438	3775
Korea	Ga0059261_1391	3956	5137	4501.166666666667	1181	0	0	False	False	4554	4330	5137	4766	4264	3956
pseudo3_N2E3	AO353_23665	3681	5612	4406.166666666667	1931	0	0	False	False	4553	4506	5612	3821	4264	3681
RalstoniaGMI1000	RS_RS26070	3956	5137	4501.166666666667	1181	0	0	False	False	4554	4330	5137	4766	4264	3956
MR1	10942750	4336	6346	5108.166666666667	2010	0	0	False	False	4556	4808	4336	5182	6346	5421
MR1	10942663	4336	6346	5108.166666666667	2010	0	0	False	False	4556	4808	4336	5182	6346	5421
Caulo	CCNA_01719	4247	4721	4430.0	474	0	0	False	False	4558	4247	4314	4721	4268	4472
Burk376	H281DRAFT_00941	3616	4696	4265.166666666667	1080	0	0	False	False	4558	4198	4696	3616	4268	4255
Ponti	CA264_11230	4247	4721	4430.0	474	0	0	False	False	4558	4247	4314	4721	4268	4472
Cola	Echvi_1428	3532	6238	4638.166666666667	2706	0	0	False	False	4558	4996	3532	4237	4268	6238
RalstoniaUW163	UW163_RS05415	3707	5203	4257.166666666667	1496	0	0	False	False	4558	4079	5203	3707	4268	3728
Burk376	H281DRAFT_03687	3532	6238	4638.166666666667	2706	0	0	False	False	4558	4996	3532	4237	4268	6238
SyringaeB728a_mexBdelta	Psyr_2234	3226	5421	4436.166666666667	2195	0	0	False	False	4558	4808	4336	3226	4268	5421
SyringaeB728a_mexBdelta	Psyr_3577	3226	5421	4436.166666666667	2195	0	0	False	False	4558	4808	4336	3226	4268	5421
azobra	AZOBR_RS21580	3532	6238	4638.166666666667	2706	0	0	False	False	4558	4996	3532	4237	4268	6238
Burk376	H281DRAFT_01579	3616	4696	4265.166666666667	1080	0	0	False	False	4558	4198	4696	3616	4268	4255
pseudo3_N2E3	AO353_02565	3960	5421	4560.5	1461	0	0	False	False	4558	4808	4348	3960	4268	5421
Burk376	H281DRAFT_05239	3532	6238	4638.166666666667	2706	0	0	False	False	4558	4996	3532	4237	4268	6238
Cola	Echvi_0562	3226	5421	4436.166666666667	2195	0	0	False	False	4558	4808	4336	3226	4268	5421
Cola	Echvi_0602	3532	6238	4638.166666666667	2706	0	0	False	False	4558	4996	3532	4237	4268	6238
Smeli	SMc04409	4336	5495	4966.666666666667	1159	0	0	False	False	4558	4808	4336	5182	5495	5421
Burk376	H281DRAFT_00203	3532	6238	4638.166666666667	2706	0	0	False	False	4558	4996	3532	4237	4268	6238
RalstoniaBSBF1503	RALBFv3_RS08200	3605	5815	4423.5	2210	0	0	False	False	4558	4482	5815	3813	4268	3605
Burk376	H281DRAFT_00858	3532	6238	4638.166666666667	2706	0	0	False	False	4558	4996	3532	4237	4268	6238
pseudo3_N2E3	AO353_28675	4247	4721	4430.0	474	0	0	False	False	4558	4247	4314	4721	4268	4472
Dyella79	N515DRAFT_0877	3616	4696	4265.166666666667	1080	0	0	False	False	4558	4198	4696	3616	4268	4255
DvH	11399195	3605	5815	4733.833333333333	2210	0	0	False	False	4578	4501	5815	4920	4984	3605
pseudo1_N1B4	Pf1N1B4_5336	3075	5896	4640.833333333333	2821	0	0	False	False	4578	3984	5800	4512	5896	3075
SB2B	6938341	3700	5899	4703.333333333333	2199	0	0	False	False	4578	4606	5215	3700	5899	4222
PS	Dsui_0274	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
PS	Dsui_1369	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS08230	3970	5352	4472.333333333333	1382	0	0	False	False	4624	4568	5352	4031	4289	3970
azobra	AZOBR_RS32265	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Phaeo	GFF1027	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
azobra	AZOBR_RS17840	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS30115	3970	5352	4472.333333333333	1382	0	0	False	False	4624	4568	5352	4031	4289	3970
Dino	3607798	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
psRCH2	GFF4065	3970	5352	4787.333333333333	1382	0	0	False	False	4581	4568	5352	4997	5256	3970
BFirm	BPHYT_RS08225	3970	5352	4472.333333333333	1382	0	0	False	False	4624	4568	5352	4031	4289	3970
Pedo557	CA265_RS21970	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Dino	3610569	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS28990	3970	5352	4472.333333333333	1382	0	0	False	False	4624	4568	5352	4031	4289	3970
psRCH2	GFF1608	3970	5352	4787.333333333333	1382	0	0	False	False	4581	4568	5352	4997	5256	3970
Korea	Ga0059261_3264	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS32205	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Korea	Ga0059261_3453	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
acidovorax_3H11	Ac3H11_3536	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS32545	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
azobra	AZOBR_RS07005	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Korea	Ga0059261_0641	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
acidovorax_3H11	Ac3H11_553	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
pseudo6_N2E2	Pf6N2E2_5652	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS35715	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Dino	3610232	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
HerbieS	HSERO_RS04020	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
psRCH2	GFF2937	3970	5352	4787.333333333333	1382	0	0	False	False	4581	4568	5352	4997	5256	3970
ANA3	7026053	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Burk376	H281DRAFT_02077	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Btheta	352779	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS10975	3970	5352	4472.333333333333	1382	0	0	False	False	4624	4568	5352	4031	4289	3970
Btheta	354174	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
acidovorax_3H11	Ac3H11_1476	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Phaeo	GFF973	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS10960	3970	5352	4472.333333333333	1382	0	0	False	False	4624	4568	5352	4031	4289	3970
BFirm	BPHYT_RS10970	3970	5352	4472.333333333333	1382	0	0	False	False	4624	4568	5352	4031	4289	3970
ANA3	7024178	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Ddia6719	HGI48_RS04705	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
SynE	Synpcc7942_1102	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Btheta	351926	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Btheta	352019	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Dda3937	DDA3937_RS08890	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Dino	3609497	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
