gene_cluster_id	genome_id
NZ_LKEL01000002.1_92	RS_GCF_022510285.1
NZ_LT962480.1_166	RS_GCF_900235825.1
NZ_LIHR01000129.1_94	RS_GCF_002611615.1
NZ_CP005969.1_2750	RS_GCF_013416855.1
NZ_QJOV01000014.1_54	RS_GCF_024662355.1
NC_007005.1_2883	RS_GCF_000012245.1
NZ_QPBQ01000102.1_52	RS_GCF_022510305.1
NZ_JAKMVW010000014.1_138	RS_GCF_022513785.1
NZ_CP047267.1_2783	RS_GCF_001466945.1
NZ_JAKMVW010000014.1_138	RS_GCF_002916355.1
NZ_JAKMVM010000001.1_34	RS_GCF_002916275.1
NZ_QPBQ01000102.1_53	RS_GCF_013416855.1
NZ_JAJSQB010000001.1_435	RS_GCF_014217705.1
NZ_JAKMVZ010000009.1_140	RS_GCF_000452565.2
NZ_LT962480.1_166	RS_GCF_022560185.1
NZ_JAKMVZ010000009.1_140	RS_GCF_022510135.1
NZ_CP005969.1_2750	RS_GCF_002916355.1
NZ_JAKMVU010000008.1_159	RS_GCF_002611615.1
NZ_CP005969.1_2750	RS_GCF_002611615.1
NZ_QPBQ01000102.1_53	RS_GCF_003412805.1
NZ_JAJSQB010000001.1_435	RS_GCF_024520575.1
NZ_JAJSQB010000001.1_435	RS_GCF_002165695.1
NZ_CP047267.1_2783	RS_GCF_022560185.1
NZ_LKCE01000001.1_584	RS_GCF_022513735.1
MLER01000001.1_154	RS_GCF_022513765.1
NZ_LKCE01000001.1_584	RS_GCF_021605965.1
NZ_QPBQ01000102.1_52	RS_GCF_022560185.1
NZ_LIHR01000129.1_94	RS_GCF_022513805.1
NZ_LKCE01000006.1_108	RS_GCF_002736945.1
NZ_JAJSQB010000001.1_435	RS_GCF_024662275.1
NZ_JAKMVU010000008.1_158	RS_GCF_022510045.1
NZ_CP047267.1_2783	RS_GCF_022513665.1
NZ_JAKMVW010000014.1_138	RS_GCF_022513805.1
NZ_JAKMVZ010000009.1_140	RS_GCF_021608865.1
NZ_QJOV01000014.1_54	RS_GCF_019355435.1
NZ_JAJSQB010000001.1_435	RS_GCF_929606395.1
NZ_JAJSRM010000008.1_64	RS_GCF_021283435.1
NZ_JAKMVU010000008.1_158	RS_GCF_000452565.2
MLER01000001.1_154	RS_GCF_000452565.2
NZ_JAKMVD010000004.1_136	RS_GCF_002611605.1
NZ_CP042180.1_655	RS_GCF_017897275.1
NZ_LKCE01000006.1_108	RS_GCF_022560185.1
NZ_CP005969.1_2750	RS_GCF_022513725.1
NZ_RBTG01000144.1_30	RS_GCF_021605545.1
NZ_NBWA01000007.1_52	RS_GCF_001320745.1
NZ_JAKMVD010000004.1_190	RS_GCF_000012245.1
NC_007005.1_2882	RS_GCF_000012245.1
NZ_LT962480.1_166	RS_GCF_022510045.1
NZ_LIHR01000129.1_94	RS_GCF_022513665.1
NZ_JAKMVU010000008.1_159	RS_GCF_022513665.1
NZ_LKCE01000006.1_108	RS_GCF_022513905.1
NZ_CP047267.1_2783	RS_GCF_900235825.1
NZ_NBWA01000007.1_52	RS_GCF_000226475.1
NZ_NBWA01000007.1_52	RS_GCF_020911845.1
NZ_JAKMVD010000004.1_136	RS_GCF_022513665.1
MLER01000001.1_154	RS_GCF_022513685.1
MLER01000001.1_154	RS_GCF_002736965.1
NZ_LKCE01000006.1_108	RS_GCF_021608865.1
NZ_JAKMVQ010000003.1_215	RS_GCF_021606825.1
NZ_JAKMVM010000001.1_34	RS_GCF_021606025.1
NZ_JAJSQD010000064.1_8	RS_GCF_000264665.3
NZ_JAJSRM010000008.1_64	RS_GCF_021284705.1
NZ_WKBX01000256.1_7	RS_GCF_020312125.1
NZ_CP047267.1_2783	RS_GCF_022510235.1
NZ_JAJSQB010000001.1_435	RS_GCF_000226475.1
NZ_JAJSQB010000001.1_435	RS_GCF_019355435.1
NZ_NBWA01000007.1_52	RS_GCF_900636645.1
NZ_AVEA02000183.1_14	RS_GCF_000012245.1
NZ_JAKMVU010000008.1_159	RS_GCF_022509985.1
NZ_RBTG01000235.1_27	RS_GCF_022510265.1
NZ_LKEL01000002.1_92	RS_GCF_022513725.1
NZ_CP047267.1_2783	RS_GCF_002917215.1
NZ_JAKMVM010000001.1_34	RS_GCF_003412505.1
NZ_JAJSQB010000001.1_435	RS_GCF_001753855.1
NZ_NBWA01000007.1_52	RS_GCF_017350855.1
NZ_QPBQ01000102.1_53	RS_GCF_000012245.1
NZ_JAKMVU010000008.1_158	RS_GCF_022560185.1
NZ_WKBX01000256.1_7	RS_GCF_022513685.1
NZ_CP047267.1_2783	RS_GCF_022513735.1
NZ_QPBQ01000102.1_52	RS_GCF_022513905.1
NZ_JAKMVD010000004.1_142	RS_GCF_013416855.1
MLER01000001.1_154	RS_GCF_021608865.1
NZ_LKCE01000001.1_584	RS_GCF_000012245.1
NZ_RBTG01000235.1_27	RS_GCF_001466875.1
NZ_WKBX01000256.1_7	RS_GCF_003701925.1
NZ_QPBQ01000102.1_52	RS_GCF_013416855.1
NZ_RBTG01000144.1_30	RS_GCF_013416855.1
NZ_JAKMVQ010000003.1_215	RS_GCF_021607025.1
NZ_WKBX01000256.1_7	RS_GCF_021606865.1
NZ_JAJSRM010000008.1_64	RS_GCF_021284725.1
NZ_JAKMVW010000014.1_138	RS_GCF_022513725.1
NZ_JAKMVZ010000009.1_140	RS_GCF_022513805.1
NZ_LIHR01000129.1_94	RS_GCF_000585725.1
NZ_WKBX01000256.1_7	RS_GCF_002318815.1
NZ_JAKMVM010000001.1_34	RS_GCF_003412655.1
NZ_JAKMVU010000008.1_159	RS_GCF_021608865.1
NZ_JAJSQD010000064.1_8	RS_GCF_000281215.1
NZ_JAJSQB010000001.1_435	RS_GCF_017897275.1
NZ_JAJSQB010000001.1_435	RS_GCF_021283435.1
NZ_CP042180.1_655	RS_GCF_900636645.1
NZ_LT962480.1_166	RS_GCF_022513785.1
NZ_LKEL01000002.1_92	RS_GCF_001466875.1
NZ_JAKMVQ010000003.1_215	RS_GCF_022510265.1
NZ_JAKMVU010000008.1_158	RS_GCF_022513725.1
NZ_JAKMVD010000004.1_136	RS_GCF_022510305.1
NZ_JAKMVW010000014.1_138	RS_GCF_013416855.1
NZ_NBWA01000007.1_52	RS_GCF_024662335.1
NZ_NBWA01000007.1_52	RS_GCF_900156185.1
NZ_RBTG01000144.1_30	RS_GCF_000012245.1
NZ_CP005969.1_2750	RS_GCF_022509985.1
NZ_JAKMVU010000008.1_158	RS_GCF_022513665.1
MLER01000001.1_154	RS_GCF_022510285.1
NZ_JAKMVQ010000003.1_215	RS_GCF_021606795.1
NZ_NBWA01000007.1_52	RS_GCF_001767335.1
NZ_JAKMVU010000008.1_158	RS_GCF_000988485.1
NZ_JAKMVD010000004.1_136	RS_GCF_022560185.1
NZ_WKBX01000256.1_7	RS_GCF_001293705.1
NZ_JAKMVD010000004.1_136	RS_GCF_001535945.1
NZ_NBWA01000007.1_52	RS_GCF_022627995.1
NZ_JAKMVZ010000009.1_140	RS_GCF_001293705.1
NZ_JAKMVW010000014.1_138	RS_GCF_001466875.1
NZ_LKCE01000006.1_108	RS_GCF_002611615.1
NZ_WKBX01000256.1_7	RS_GCF_002611615.1
NZ_JAJSQB010000001.1_435	RS_GCF_001320085.1
NZ_QJOV01000014.1_54	RS_GCF_024662335.1
NZ_JAJSQB010000001.1_435	RS_GCF_021283195.1
NZ_CP047267.1_2783	RS_GCF_022513785.1
NZ_LKCE01000006.1_108	RS_GCF_002611605.1
NZ_CP005969.1_2750	RS_GCF_003412735.1
NZ_NBWA01000007.1_52	RS_GCF_000367825.1
NZ_JAJSQD010000064.1_8	RS_GCF_021282425.1
NZ_LIHR01000129.1_94	GB_GCA_002905995.1
NZ_QPBQ01000102.1_52	RS_GCF_022510285.1
NZ_LIHR01000129.1_94	RS_GCF_002736945.1
NZ_JAKMVM010000001.1_34	RS_GCF_002939285.1
NZ_LKCE01000001.1_584	RS_GCF_002611605.1
NZ_LKCE01000006.1_108	RS_GCF_013416855.1
NZ_JAKMVQ010000003.1_215	RS_GCF_021606895.1
NZ_JAJSQD010000064.1_8	RS_GCF_021284645.1
NZ_NBWA01000007.1_52	RS_GCF_001183585.1
NZ_CP005969.1_2750	RS_GCF_022513685.1
NZ_JAKMVQ010000003.1_215	RS_GCF_022510305.1
NZ_JAKMVW010000014.1_138	RS_GCF_022513865.1
NZ_LT962480.1_166	RS_GCF_003412845.1
NZ_WKBX01000256.1_7	RS_GCF_021606595.1
NZ_NBWA01000007.1_52	RS_GCF_002810225.1
NZ_LIHU01000037.1_28	RS_GCF_000012245.1
NZ_LT962480.1_166	RS_GCF_020312125.1
NZ_LIHR01000129.1_94	RS_GCF_022560185.1
NZ_WKBX01000256.1_7	RS_GCF_022510105.1
NZ_LIHR01000129.1_94	RS_GCF_022510305.1
NZ_LKEL01000096.1_77	RS_GCF_022513785.1
NZ_AVEA02000183.1_14	RS_GCF_900235825.1
NZ_LT962480.1_166	RS_GCF_002939285.1
NZ_NBWA01000007.1_52	RS_GCF_000390005.2
NZ_QJOV01000014.1_54	RS_GCF_005937845.2
NZ_NBWA01000007.1_52	RS_GCF_014217705.1
NZ_JAJSRM010000008.1_64	RS_GCF_021283545.1
NZ_JAJSQB010000001.1_435	RS_GCF_001077495.1
NC_007005.1_2796	RS_GCF_022560185.1
NZ_LKEL01000002.1_92	RS_GCF_022510045.1
NZ_LKEL01000002.1_92	RS_GCF_022513665.1
NZ_LT962480.1_166	RS_GCF_002318665.1
MLER01000001.1_154	RS_GCF_002611605.1
NZ_NBWA01000007.1_52	RS_GCF_929606395.1
NZ_NBWA01000007.1_52	RS_GCF_001282125.1
NZ_QPBQ01000102.1_52	RS_GCF_022510045.1
NZ_RBTG01000235.1_27	RS_GCF_022513725.1
NZ_LKCE01000001.1_584	RS_GCF_002736945.1
NZ_JAKMVZ010000009.1_140	RS_GCF_003412805.1
NZ_QJOV01000014.1_54	RS_GCF_901482375.1
NZ_CP042180.1_655	RS_GCF_021282605.1
NZ_JAKMVW010000014.1_138	GB_GCA_002905995.1
NZ_CP047267.1_2783	RS_GCF_000452565.2
NZ_QPBQ01000102.1_52	RS_GCF_000452565.2
NZ_JAKMVM010000001.1_34	RS_GCF_022510305.1
NZ_JAKMVU010000008.1_158	RS_GCF_022513865.1
NZ_JAKMVM010000001.1_34	RS_GCF_003412595.1
NZ_WKBX01000256.1_7	RS_GCF_003412505.1
NZ_JAJSQB010000001.1_435	RS_GCF_024520555.1
NZ_JAJSQB010000001.1_435	RS_GCF_002554535.1
NZ_WKBX01000256.1_7	RS_GCF_022510135.1
NZ_CP005969.1_2750	RS_GCF_022513665.1
NZ_WKBX01000256.1_7	RS_GCF_003412765.1
NZ_JAKMVQ010000003.1_215	RS_GCF_021606535.1
NZ_JAJSQB010000001.1_435	GB_GCA_003504465.1
NZ_CP042180.1_655	RS_GCF_021282585.1
NZ_WKBX01000256.1_7	RS_GCF_022513865.1
NZ_QPBQ01000102.1_53	RS_GCF_001466875.1
NZ_CP005969.1_2750	RS_GCF_002611605.1
MLER01000001.1_154	RS_GCF_003412805.1
NZ_JAKMVZ010000009.1_140	RS_GCF_003412505.1
NZ_JALJ01000030.1_28	RS_GCF_013416855.1
NZ_JAJSRM010000008.1_64	RS_GCF_021282465.1
NZ_QPBQ01000102.1_53	RS_GCF_022510305.1
NZ_RBTG01000144.1_30	RS_GCF_021606785.1
NZ_JAJSRM010000008.1_64	RS_GCF_021282685.1
NZ_NBWA01000007.1_52	RS_GCF_022097175.1
NZ_JALJ01000030.1_28	RS_GCF_000988485.1
NZ_JAKMVD010000004.1_190	RS_GCF_022560185.1
NZ_WKBX01000256.1_7	RS_GCF_022513905.1
NZ_JAKMVD010000004.1_136	RS_GCF_000585725.1
NZ_LKCE01000001.1_584	RS_GCF_021606795.1
NZ_NBWA01000007.1_52	RS_GCF_009905395.1
NZ_NBWA01000007.1_52	RS_GCF_021282705.1
NZ_JAKMVU010000008.1_158	GB_GCA_002905995.1
NZ_JAKMVM010000013.1_87	RS_GCF_022510265.1
NZ_QPBQ01000102.1_52	RS_GCF_022513685.1
NZ_CP047267.1_2783	RS_GCF_022513705.1
NC_007005.1_2855	RS_GCF_003412805.1
NZ_LKEL01000096.1_77	RS_GCF_003412595.1
NZ_JAJSQB010000001.1_435	RS_GCF_024520615.1
NZ_JAJSQB010000001.1_435	RS_GCF_002891885.1
NZ_LKCE01000006.1_108	RS_GCF_022509985.1
NZ_CP047267.1_2783	RS_GCF_022510045.1
NZ_CP047267.1_2783	RS_GCF_022510185.1
MLER01000001.1_154	RS_GCF_022513905.1
NZ_JAKMVD010000004.1_136	RS_GCF_001466875.1
NZ_WKBX01000256.1_7	RS_GCF_001466945.1
NZ_JAJSQB010000001.1_435	RS_GCF_001753955.1
NZ_CP042180.1_655	RS_GCF_024662335.1
NZ_CP042180.1_655	RS_GCF_021284705.1
NZ_CP047267.1_2783	RS_GCF_004124715.1
NZ_RBTG01000144.1_30	RS_GCF_021606305.1
NZ_QPBQ01000102.1_42	RS_GCF_000012245.1
NZ_JAKMVW010000014.1_138	RS_GCF_000012245.1
NZ_LT962480.1_166	RS_GCF_000452565.2
NZ_CP047267.1_2783	RS_GCF_022510135.1
NZ_WKBX01000256.1_7	RS_GCF_900235865.1
NZ_AVEA02000183.1_14	RS_GCF_004124715.1
NZ_LKCE01000006.1_108	RS_GCF_002916355.1
NZ_JAKMVQ010000003.1_215	RS_GCF_021606595.1
NZ_CP005969.1_2750	GB_GCA_002905995.1
NZ_JAKMVW010000014.1_138	RS_GCF_022513665.1
NZ_JAKMVU010000008.1_159	RS_GCF_000988485.1
NZ_JAKMVM010000001.1_34	RS_GCF_022510105.1
NZ_JAJSQB010000001.1_435	RS_GCF_002906755.1
NZ_NBWA01000007.1_52	RS_GCF_002554535.1
NZ_CP047267.1_2783	RS_GCF_022513685.1
NZ_JAKMVW010000014.1_138	RS_GCF_022513735.1
NZ_JAKMVU010000008.1_158	RS_GCF_022510305.1
NZ_QPBQ01000102.1_52	RS_GCF_002611615.1
NZ_WKBX01000256.1_7	RS_GCF_003412655.1
NZ_WKBX01000256.1_7	GB_GCA_002905835.1
NC_007005.1_2836	RS_GCF_000012245.1
NZ_LKCE01000001.1_584	RS_GCF_022510305.1
NZ_LKCE01000006.1_108	RS_GCF_022513785.1
NZ_RBTG01000144.1_30	RS_GCF_003701925.1
NZ_JAJSQB010000001.1_435	RS_GCF_018141045.1
NZ_JAKMVW010000014.1_138	RS_GCF_000452565.2
NZ_LKEL01000002.1_92	RS_GCF_002736945.1
NZ_NBWA01000007.1_52	RS_GCF_013376675.1
NZ_WKBX01000256.1_7	RS_GCF_022510065.1
NZ_WKBX01000256.1_7	RS_GCF_002736965.1
NZ_RBTG01000144.1_30	RS_GCF_002917215.1
NZ_WKBX01000256.1_7	RS_GCF_021606065.1
NZ_QJOV01000014.1_54	RS_GCF_011750655.1
NZ_LKCE01000006.1_108	RS_GCF_022510305.1
NZ_LKCE01000006.1_108	RS_GCF_002699905.1
NZ_JAKMVU010000008.1_159	RS_GCF_002736965.1
NZ_JAJSRM010000008.1_64	RS_GCF_021282585.1
MLER01000001.1_154	RS_GCF_022513725.1
NZ_JAKMVU010000008.1_159	RS_GCF_022513805.1
NZ_LKCE01000006.1_108	RS_GCF_022513865.1
NZ_JAKMVD010000004.1_136	RS_GCF_022513905.1
NZ_RBTG01000235.1_27	RS_GCF_003701925.1
NZ_QJOV01000014.1_54	RS_GCF_900636645.1
NZ_JAKMVD010000004.1_136	RS_GCF_000452565.2
NZ_RBTG01000144.1_30	RS_GCF_022510125.1
NZ_LIHR01000129.1_94	RS_GCF_022513725.1
NZ_QPBQ01000102.1_52	RS_GCF_000585725.1
NZ_JALJ01000030.1_28	RS_GCF_000585725.1
NZ_LKCE01000001.1_584	RS_GCF_003700375.1
NZ_JAJSQB010000001.1_435	RS_GCF_020911845.1
NZ_JAJSQB010000001.1_435	RS_GCF_013376655.1
NZ_CP047267.1_2783	RS_GCF_000988485.1
NZ_JAKMVU010000008.1_158	RS_GCF_022510265.1
NZ_WKBX01000256.1_7	RS_GCF_022513705.1
NZ_RBTG01000144.1_30	RS_GCF_022513845.1
NZ_JAKMVU010000008.1_159	RS_GCF_001466875.1
NZ_JAKMVU010000008.1_158	RS_GCF_002916355.1
NZ_JAJSRM010000008.1_64	RS_GCF_021283075.1
NZ_JAKMVU010000008.1_159	RS_GCF_022510045.1
NZ_LIHR01000129.1_88	RS_GCF_003412505.1
NZ_JAKMVQ010000003.1_215	RS_GCF_021606865.1
NZ_NBWA01000007.1_52	RS_GCF_004614175.1
NC_007005.1_2843	RS_GCF_000012245.1
NZ_LIHU01000037.1_28	RS_GCF_000452565.2
NZ_LKCE01000001.1_584	RS_GCF_002699905.1
NZ_CP047267.1_2783	RS_GCF_002699905.1
NZ_QPBQ01000102.1_52	RS_GCF_003412805.1
NZ_CP047267.1_2783	RS_GCF_003412655.1
NZ_JAJSQB010000001.1_435	RS_GCF_005937845.2
NZ_CP042180.1_655	RS_GCF_021284645.1
NZ_JAJSQB010000001.1_435	RS_GCF_001183585.1
NZ_CP047267.1_2783	RS_GCF_000452925.1
NZ_WKBX01000256.1_7	RS_GCF_022510265.1
NZ_WKBX01000256.1_7	RS_GCF_022513785.1
NZ_JAKMVD010000004.1_136	RS_GCF_022513805.1
NZ_JAKMVZ010000009.1_140	RS_GCF_003412735.1
NZ_RBTG01000144.1_30	RS_GCF_021606925.1
NZ_JAJSRM010000008.1_64	RS_GCF_021282605.1
NZ_JAJSQB010000001.1_435	RS_GCF_002906815.1
NC_007005.1_2796	RS_GCF_000452565.2
NZ_LKCE01000006.1_108	RS_GCF_000452565.2
NZ_CP047267.1_2783	RS_GCF_000145925.1
NZ_AVEA02000183.1_14	RS_GCF_022510045.1
NZ_LIHR01000129.1_94	RS_GCF_022513785.1
NZ_JAKMVW010000014.1_138	RS_GCF_002611615.1
NZ_JAKMVM010000013.1_87	RS_GCF_003412805.1
NZ_QPBQ01000102.1_53	RS_GCF_003412505.1
NZ_JAJSQB010000001.1_435	RS_GCF_014076515.1
NZ_CP005969.1_2750	RS_GCF_022560185.1
NZ_LKCE01000001.1_584	RS_GCF_022510135.1
NC_007005.1_2796	RS_GCF_004124715.1
NZ_NBWA01000007.1_52	RS_GCF_000287915.1
NZ_JAJSQB010000001.1_435	RS_GCF_024662295.1
NZ_JAJSRM010000008.1_64	RS_GCF_011750655.1
NZ_CP047267.1_2783	RS_GCF_022510065.1
NZ_JAKMVM010000001.1_34	RS_GCF_022510225.1
NZ_LKCE01000001.1_584	RS_GCF_022510285.1
NZ_JAKMVU010000008.1_158	RS_GCF_001293705.1
NZ_JAKMVU010000008.1_158	RS_GCF_001466875.1
NZ_JAKMVM010000001.1_34	RS_GCF_900235865.1
NZ_JAJSQB010000001.1_435	RS_GCF_021283075.1
NZ_NBWA01000007.1_52	RS_GCF_004614155.1
NZ_QPBQ01000102.1_53	RS_GCF_022560185.1
NZ_CP047267.1_2783	RS_GCF_022509985.1
NZ_JAKMVU010000008.1_159	RS_GCF_022510285.1
NZ_LT962480.1_166	RS_GCF_022510305.1
NZ_JAKMVU010000008.1_158	RS_GCF_022513785.1
NZ_JAKMVW010000014.1_138	RS_GCF_001535945.1
NZ_WKBX01000256.1_7	RS_GCF_001400655.1
NZ_CP005969.1_2750	RS_GCF_002736945.1
NZ_QPBQ01000102.1_52	RS_GCF_003412505.1
NZ_RBTG01000144.1_30	RS_GCF_021606525.1
NZ_CP042180.1_655	RS_GCF_900167985.1
NZ_LKEL01000096.1_77	RS_GCF_000452565.2
NZ_LT962480.1_166	RS_GCF_020312195.1
NZ_JAKMVQ010000003.1_215	RS_GCF_022513685.1
NZ_JAKMVU010000008.1_159	RS_GCF_002736945.1
NZ_JAKMVZ010000009.1_140	RS_GCF_002611605.1
NZ_NBWA01000007.1_52	RS_GCF_001753855.1
NZ_LT962480.1_166	RS_GCF_000012245.1
NZ_CP047267.1_2783	RS_GCF_022513805.1
NZ_JAKMVM010000001.1_34	RS_GCF_002318665.1
NZ_JAKMVM010000001.1_34	RS_GCF_021606045.1
NC_007005.1_2825	RS_GCF_000012245.1
NZ_LKCE01000001.1_584	RS_GCF_001293705.1
NZ_JAJSRM010000008.1_64	RS_GCF_021282505.1
NZ_NBWA01000007.1_52	RS_GCF_024520575.1
NZ_JAKMVD010000004.1_190	RS_GCF_022510045.1
NZ_RBTG01000144.1_30	RS_GCF_022510225.1
NZ_LT962480.1_166	RS_GCF_022510265.1
NZ_LKEL01000002.1_92	RS_GCF_002736965.1
NZ_CP047267.1_2783	RS_GCF_002611605.1
NZ_JAJSQB010000001.1_435	RS_GCF_021282725.1
NZ_NBWA01000007.1_52	RS_GCF_000633915.1
NZ_JAKMVZ010000009.1_140	RS_GCF_022510045.1
NZ_JAKMVD010000004.1_136	RS_GCF_022513785.1
NZ_LKEL01000002.1_92	RS_GCF_022513865.1
NZ_JAKMVD010000004.1_136	RS_GCF_003412735.1
NZ_JAJSQB010000001.1_435	RS_GCF_009905395.1
NZ_JAJSQB010000001.1_435	RS_GCF_021282705.1
NZ_LIHR01000129.1_94	RS_GCF_022510285.1
NZ_WKBX01000256.1_7	RS_GCF_022510235.1
NZ_LT962480.1_166	RS_GCF_022510235.1
NZ_LKCE01000001.1_584	RS_GCF_022513805.1
NZ_WKBX01000256.1_7	RS_GCF_002917195.1
NZ_WKBX01000256.1_7	RS_GCF_004124715.1
NZ_JAJSQB010000001.1_435	RS_GCF_021283545.1
NZ_NBWA01000007.1_52	RS_GCF_021283515.1
NC_007005.1_2875	RS_GCF_000452925.1
NZ_JAKMVZ010000009.1_140	RS_GCF_022560185.1
NZ_LKCE01000001.1_584	RS_GCF_022509985.1
NZ_CP005969.1_2750	RS_GCF_022513805.1
NZ_JAKMVU010000008.1_159	RS_GCF_000585725.1
NZ_QJOV01000014.1_54	RS_GCF_011750675.1
NZ_QJOV01000014.1_54	RS_GCF_003204195.1
NC_007005.1_2796	RS_GCF_022513785.1
NZ_LIHR01000129.1_94	RS_GCF_002916355.1
NZ_JAJSQB010000001.1_435	RS_GCF_002094775.1
NZ_RBTG01000235.1_27	RS_GCF_022510305.1
MLER01000001.1_154	RS_GCF_002699905.1
NZ_LT962480.1_166	RS_GCF_003412805.1
NZ_CP005969.1_2750	RS_GCF_003700375.1
NZ_QPBQ01000102.1_52	RS_GCF_000012245.1
NZ_LT962480.1_166	RS_GCF_022510185.1
NZ_RBTG01000144.1_30	RS_GCF_001401055.1
NZ_JAKMVU010000008.1_158	RS_GCF_003412735.1
NZ_JAJSQB010000001.1_435	RS_GCF_021282945.1
NZ_NBWA01000007.1_52	RS_GCF_021283545.1
NZ_NBWA01000007.1_52	RS_GCF_024520535.1
NZ_JAJSQB010000001.1_435	RS_GCF_007049805.1
NZ_LKCE01000006.1_108	GB_GCA_002905995.1
NZ_CP047267.1_2783	RS_GCF_022513765.1
NZ_JAKMVZ010000009.1_140	RS_GCF_013416855.1
NZ_LKEL01000002.1_92	GB_GCA_002905995.1
NZ_CP047267.1_2783	RS_GCF_001535945.1
NZ_NBWA01000007.1_52	RS_GCF_021378985.1
NZ_JAKMVM010000001.1_34	RS_GCF_022510265.1
NZ_LIHR01000129.1_88	RS_GCF_001535945.1
NZ_JAKMVQ010000003.1_215	RS_GCF_001466875.1
NZ_WKBX01000256.1_7	RS_GCF_021606725.1
NZ_NBWA01000007.1_52	RS_GCF_019691255.1
NZ_JAJSQB010000001.1_435	RS_GCF_021282505.1
NZ_LKEL01000096.1_77	RS_GCF_000012245.1
NZ_LKCE01000001.1_584	RS_GCF_022560185.1
NZ_LKEL01000002.1_92	RS_GCF_022513905.1
NZ_NBWA01000007.1_52	RS_GCF_021284645.1
NZ_LKCE01000001.1_584	RS_GCF_022513785.1
NZ_LIHR01000129.1_94	RS_GCF_002699905.1
NZ_LKCE01000001.1_584	RS_GCF_021606895.1
NZ_NBWA01000007.1_52	GB_GCA_016845885.1
NZ_CP005969.1_2750	RS_GCF_022513785.1
NZ_LKEL01000002.1_92	RS_GCF_000585725.1
NZ_CP005969.1_2750	RS_GCF_021608865.1
NZ_JAKMVQ010000003.1_215	RS_GCF_021608865.1
NZ_JAKMVQ010000003.1_215	RS_GCF_021606725.1
NZ_JAJSQD010000064.1_8	RS_GCF_021282585.1
NZ_NBWA01000007.1_52	RS_GCF_024520555.1
NZ_LT962480.1_166	RS_GCF_001466945.1
NZ_QPBQ01000102.1_52	RS_GCF_002916355.1
NZ_RBTG01000144.1_30	RS_GCF_021606615.1
NZ_JAJSQB010000001.1_435	RS_GCF_024520595.1
NZ_JAKMVZ010000009.1_140	GB_GCA_002905995.1
NZ_CP005969.1_2750	RS_GCF_022513905.1
NZ_LIHR01000129.1_88	RS_GCF_003412805.1
NZ_WKBX01000256.1_7	RS_GCF_021606265.1
NZ_JAJSQB010000001.1_435	RS_GCF_011750655.1
NZ_QPBQ01000102.1_52	GB_GCA_002905995.1
NZ_JAKMVM010000013.1_87	RS_GCF_000012245.1
NZ_QPBQ01000102.1_52	RS_GCF_022513665.1
NZ_LKCE01000006.1_108	RS_GCF_022513735.1
NZ_LKCE01000006.1_108	RS_GCF_001293705.1
NZ_CP005969.1_2750	RS_GCF_003412805.1
NZ_LKCE01000001.1_584	RS_GCF_021606535.1
NZ_JAJSQB010000001.1_435	RS_GCF_003671955.1
NZ_JAJSQB010000001.1_435	RS_GCF_021460775.1
NZ_JAKMVM010000001.1_34	RS_GCF_000988485.1
MLER01000001.1_154	RS_GCF_022510265.1
NZ_RBTG01000144.1_30	RS_GCF_003701885.1
NZ_NBWA01000007.1_52	RS_GCF_013305625.1
NZ_CP042180.1_655	RS_GCF_024662275.1
NZ_JAJSQB010000001.1_435	RS_GCF_024520415.1
NZ_QJOV01000014.1_54	RS_GCF_900167985.1
NZ_LKCE01000001.1_584	RS_GCF_022510045.1
NZ_JAJSQB010000001.1_435	RS_GCF_021284705.1
NZ_JAJSQB010000001.1_435	RS_GCF_021284645.1
NZ_AVEA02000183.1_14	RS_GCF_022560185.1
NZ_JAKMVD010000004.1_136	RS_GCF_022510265.1
NZ_WKBX01000256.1_7	RS_GCF_022513735.1
NZ_WKBX01000256.1_7	RS_GCF_013416855.1
NZ_LT962480.1_166	RS_GCF_022510105.1
NZ_JAKMVW010000014.1_138	RS_GCF_022510285.1
NZ_RBTG01000144.1_30	RS_GCF_000585725.1
NZ_JAKMVD010000004.1_136	RS_GCF_003412505.1
NZ_NBWA01000007.1_52	RS_GCF_001320085.1
NZ_NBWA01000007.1_52	RS_GCF_024662355.1
NZ_AVEA02000183.1_14	RS_GCF_001535945.1
NZ_NBWA01000007.1_52	RS_GCF_900095365.1
NZ_LIHR01000129.1_94	RS_GCF_022513735.1
NC_007005.1_2875	RS_GCF_022510235.1
NZ_LKEL01000002.1_92	RS_GCF_003412805.1
NZ_QPCD01000007.1_75	RS_GCF_003412505.1
NZ_WKBX01000256.1_7	RS_GCF_021606045.1
NZ_NBWA01000007.1_52	RS_GCF_003586135.1
NZ_JAJSQB010000001.1_435	RS_GCF_002835905.1
NZ_NBWA01000007.1_52	RS_GCF_004153435.1
NZ_WKBX01000256.1_7	RS_GCF_002905815.2
NZ_WKBX01000256.1_7	RS_GCF_022513665.1
NZ_JAKMVM010000001.1_34	RS_GCF_022513705.1
NZ_JAKMVD010000004.1_136	RS_GCF_022513865.1
NZ_CP047267.1_2783	RS_GCF_002917155.1
NZ_JAJSQD010000064.1_8	RS_GCF_021284705.1
NZ_JAJSQB010000001.1_435	RS_GCF_002906795.1
NZ_WKBX01000256.1_7	GB_GCA_002905995.1
NZ_QPCD01000007.1_75	RS_GCF_000012245.1
NZ_RBTG01000144.1_30	RS_GCF_000988485.1
