OG_id	propagated_root_og
OG06066	33CMH
OG06067	32M8N
OG06069	COG1433
OG06070	COG4805
OG06074	340US
OG06075	COG0639
OG06076	32ZR3
OG06077	COG4672
OG06078	COG5563
OG06079	COG2913
OG06080	3096F
OG06081	33733
OG06082	32UIH
OG06083	COG4387
OG06084	COG5621
OG06086	COG1305
OG06088	COG3212
OG06089	COG3596
OG06090	COG0339
OG06091	COG3672
OG06092	32YB2
OG06094	2ZEEE
OG06097	COG3324
OG06098	COG1432
OG06099	33C43
OG06100	332RW
OG06102	COG1776
OG06103	30QV5
OG06108	2ZYIE
OG06112	31QMZ
OG06115	33U6P
OG06116	33H0E
OG06117	COG4726
OG06119	COG1680
OG06120	COG1073
OG06121	32VI3
OG06122	COG0748
OG06123	2Z831
OG06124	32HXA
OG06126	COG2911
OG06127	2ZKX8
OG06128	302GW
OG06129	32WKV
OG06130	337FW
OG06132	COG2357
OG06133	2Z80B
OG06134	33B9T
OG06135	COG4122
OG06136	COG2823
OG06139	COG3203
OG06140	COG2267
OG06142	2ZW2E
OG06143	COG5404
OG06147	31DWC
OG06149	COG3671
OG06153	31H7Q
OG06154	32YRS
OG06158	2ZSPF
OG06159	33D3F
OG06161	32Y7H
OG06162	31QK4
OG06163	COG3042
OG06165	32E5X
OG06166	33W9T
OG06169	COG3637
OG06171	COG3287
OG06172	COG2358
OG06174	3305B
OG06176	33AD4
OG06177	32S12
OG06178	COG3609
OG06179	COG0526
OG06181	2ZFX2
OG06184	32B4T
OG06185	COG4628
OG06186	COG3932
OG06188	COG1506
OG06189	COG0456
OG06192	COG1225
OG06193	COG2849
OG06197	301GD
OG06198	3217S
OG06201	31IC3
OG06202	COG2345
OG06203	2Z91X
OG06204	308IK
OG06205	COG2056
OG06206	COG5614
OG06207	COG3878
OG06209	COG3693
OG06211	COG3758
OG06214	31JBP
OG06217	COG2913
OG06221	COG2984
OG06222	COG0584
OG06223	COG1524
OG06224	COG4095
OG06225	2Z8BT
OG06226	2ZBGY
OG06228	COG2210
OG06231	COG1807
OG06232	330SG
OG06233	COG3118
OG06237	COG1595
OG06238	2Z7XJ
OG06239	COG5410
OG06241	COG4454
OG06242	COG5330
OG06244	32YTM
OG06256	COG0845
OG06257	COG1476
OG06260	2Z93W
OG06262	COG5350
OG06265	32SD0
OG06266	COG2187
OG06269	COG1209
OG06272	COG2816
OG06273	COG3287
OG06274	COG0425
OG06275	COG3660
OG06281	30T69
OG06282	COG1235
OG06287	COG0845
OG06288	COG5317
OG06289	COG1360
OG06294	32VY8
OG06296	COG3914
OG06298	COG4784
OG06300	2ZXPR
OG06305	COG0494
OG06307	COG2267
OG06309	COG2863
OG06310	COG1994
OG06311	COG4297
OG06314	COG2703
OG06315	33DZZ
OG06317	COG5010
OG06319	COG2172
OG06323	COG3016
OG06328	COG5426
OG06333	30PCB
OG06335	315UG
OG06339	COG4590
OG06341	2Z819
OG06343	3030U
OG06345	COG4198
OG06348	COG3014
OG06355	COG0412
OG06356	COG1961
OG06357	COG0451
OG06359	COG1692
OG06364	2Z7JG
OG06366	COG2191
OG06374	COG5449
OG06375	COG5448
OG06376	COG3897
OG06377	COG2391
OG06378	COG0392
OG06379	COG2138
OG06380	COG1898
OG06385	33BJV
OG06388	COG0760
OG06389	COG5470
OG06391	COG1686
OG06392	2Z8NV
OG06398	COG0288
OG06403	2Z8CH
OG06404	COG5473
OG06405	COG3760
OG06407	COG0860
OG06408	COG5439
OG06415	32TBT
OG06417	COG1433
OG06420	COG5562
OG06421	COG3242
OG06431	COG2770
OG06432	COG5375
OG06434	COG1961
OG06435	COG5568
OG06436	COG2348
OG06437	COG2151
OG06443	COG0419
OG06446	COG4093
OG06449	32YY6
OG06453	COG0647
OG06455	COG0727
OG06457	2Z8Y9
OG06458	COG3898
OG06460	COG2326
OG06463	COG2041
OG06465	31ZZQ
OG06466	COG0745
OG06467	COG4628
OG06468	COG1912
OG06471	COG5373
OG06472	COG3757
OG06473	COG4286
OG06474	COG5330
OG06476	339KS
OG06480	33PQT
OG06484	COG3427
OG06488	32V5U
OG06490	2Z8ZT
OG06492	30FAK
OG06493	COG4391
OG06494	COG2267
OG06495	COG0446
OG06496	2Z8CS
OG06498	COG2703
OG06499	COG4530
OG06503	COG1633
OG06504	COG4309
OG06507	COG0438
OG06510	COG1357
OG06511	COG0775
OG06512	COG2308
OG06514	COG0526
OG06515	COG3203
OG06518	COG0846
OG06519	32HB8
OG06520	2Z8BQ
OG06521	COG1002
OG06523	COG3794
OG06527	2Z8E3
OG06530	33AHD
OG06532	COG2856
OG06533	COG3494
OG06538	2Z9ZE
OG06540	COG2122
OG06541	COG1396
OG06543	COG1993
OG06544	COG1280
OG06547	32RYD
OG06549	32ZRD
OG06550	32VU6
OG06554	2ZAGN
OG06556	32S6E
OG06558	COG4671
OG06559	COG5349
OG06561	COG1044
OG06562	COG1652
OG06565	COG3467
OG06567	COG3090
OG06571	COG5342
OG06572	COG1387
OG06573	2ZCN0
OG06574	COG4520
OG06577	330KZ
OG06578	COG1696
OG06579	2ZDSP
OG06583	COG3027
OG06587	COG0346
OG06591	COG0317
OG06597	COG4137
OG06600	33A4Z
OG06605	COG0859
OG06606	COG2192
OG06607	COG0817
OG06612	COG1898
OG06615	32ZB3
OG06616	COG4314
OG06623	COG1533
OG06629	COG2010
OG06630	COG1714
OG06631	332DQ
OG06632	33BDS
OG06633	33769
OG06634	COG0457
OG06635	32R37
OG06636	COG2014
OG06640	COG1476
OG06642	COG4422
OG06646	302K5
OG06653	2ZRZ3
OG06659	33E3I
OG06662	COG1669
OG06663	COG4321
OG06664	COG2510
OG06665	COG4372
OG06669	COG0515
OG06672	2Z9TM
OG06676	COG4292
OG06682	3351I
OG06684	COG3206
OG06686	COG3744
OG06687	30Q1I
OG06691	COG4961
OG06692	COG4961
OG06701	COG0419
OG06706	COG2121
OG06707	COG1100
OG06708	COG4398
OG06711	COG5608
OG06714	32TD0
OG06715	2Z81F
OG06716	COG4243
OG06718	COG1896
OG06720	2Z8CS
OG06722	COG3380
OG06723	COG0419
OG06724	COG1073
OG06725	COG4223
OG06726	COG1404
OG06727	COG3646
OG06729	COG0340
OG06730	33I1N
OG06731	COG0687
OG06733	339KB
OG06735	COG5340
OG06739	31R3M
OG06742	COG0824
OG06745	2ZV4B
OG06749	COG3271
OG06751	COG1216
OG06754	COG1273
OG06755	COG0346
OG06756	2Z9A1
OG06757	31814
OG06758	32YSQ
OG06763	COG3439
OG06765	COG1292
OG06767	COG3489
OG06768	COG3239
OG06769	COG4585
OG06772	COG1017
OG06775	COG3313
OG06776	COG2867
OG06777	COG2244
OG06781	COG4547
OG06783	339QZ
OG06784	COG3318
OG06786	33HFJ
OG06788	33MRI
OG06790	COG4104
OG06791	COG1305
OG06795	330RV
OG06796	COG2314
OG06799	COG0645
OG06800	COG3488
OG06802	33ABY
OG06803	COG4324
OG06805	330CB
OG06806	COG0454
OG06807	4QFJJ
OG06808	COG1199
OG06810	COG3350
OG06812	COG1472
OG06813	COG2151
OG06816	329TX
OG06818	3322E
OG06819	2Z902
OG06820	COG0697
OG06821	COG4564
OG06822	2ZPQC
OG06824	COG0683
OG06834	2Z7QU
OG06835	32QN7
OG06838	COG2040
OG06842	COG3255
OG06845	COG5281
OG06846	32RWS
OG06849	32P1D
OG06851	COG2814
OG06852	COG3185
OG06854	COG1256
OG06855	COG4307
OG06856	COG3339
OG06857	32TNS
OG06858	COG1305
OG06859	33ET7
OG06860	COG3456
OG06861	COG0616
OG06862	COG0438
OG06864	COG3651
OG06865	COG0655
OG06866	COG0622
OG06867	31468
OG06870	COG3063
OG06871	330AH
OG06872	COG1988
OG06873	COG3267
OG06875	COG3515
OG06876	COG3593
OG06878	COG3828
OG06880	COG5377
OG06882	COG4067
OG06883	2ZANK
OG06887	2ZBP6
OG06888	2Z8DX
OG06890	COG3203
OG06892	2Z88I
OG06895	2ZATM
OG06896	COG1357
OG06898	COG4067
OG06900	COG2044
OG06902	332V1
OG06903	32SUZ
OG06904	COG4454
OG06905	COG3174
OG06908	COG2433
OG06911	2Z7UN
OG06913	32WJ6
OG06914	COG2226
OG06919	COG0204
OG06920	COG3490
OG06921	COG1357
OG06922	2ZCJH
OG06925	33AS4
OG06926	COG0726
OG06929	308YC
OG06930	COG5488
OG06931	2ZNGJ
OG06937	32XGS
OG06941	32RVW
OG06943	COG3319
OG06944	32S9B
OG06948	COG3323
OG06950	333GU
OG06952	COG0699
OG06954	33BK2
OG06956	COG1307
OG06963	31EB9
OG06965	COG1752
OG06966	COG3602
OG06967	33A9M
OG06969	COG0110
OG06970	COG1196
OG06971	COG2606
OG06972	COG2141
OG06973	COG0346
OG06975	COG2198
OG06977	COG2885
OG06980	33B1E
OG06981	COG2198
OG06982	COG5470
OG06984	COG4185
OG06985	COG0189
OG06987	COG2206
OG06990	COG0847
OG06992	COG1670
OG06994	COG2304
OG06995	2ZYPI
OG06996	COG1746
OG06998	COG4104
OG07000	2ZV50
OG07004	3406F
OG07005	COG0671
OG07006	COG0697
OG07007	COG1653
OG07010	COG2885
OG07012	COG0209
OG07014	339YA
OG07017	32SUN
OG07018	32Z8A
OG07020	32ZC9
OG07022	32RZM
OG07023	COG1040
OG07025	2ZKXF
OG07030	COG1376
OG07032	33H7Q
OG07039	COG4372
OG07041	COG2865
OG07043	COG1403
OG07045	2Z9AA
OG07046	COG0778
OG07047	COG2331
OG07051	COG5477
OG07053	COG4254
OG07057	COG3391
OG07059	2Z9FC
OG07061	32S97
OG07064	COG5010
OG07065	COG4796
OG07066	32TNJ
OG07068	COG1846
OG07070	32RR9
OG07071	COG0486
OG07072	COG3439
OG07073	COG0427
OG07074	340FJ
OG07078	2Z7N0
OG07080	333QG
OG07083	COG3492
OG07086	2Z92U
OG07088	3316U
OG07090	32ZXK
OG07091	COG0494
OG07093	33AAQ
OG07094	COG1112
OG07096	COG0834
OG07097	COG5626
OG07098	32ZGA
OG07099	COG3637
OG07103	33CSN
OG07105	COG0639
OG07106	COG3222
OG07107	327BS
OG07108	2ZBK2
OG07110	COG1734
OG07111	2Z9IB
OG07114	COG4643
OG07115	2ZA6T
OG07116	arCOG06608
OG07118	COG4039
OG07121	COG4014
OG07124	arCOG08244
OG07125	COG1499
OG07132	arCOG06596
OG07135	COG1578
OG07138	arCOG06634
OG07139	arCOG06641
OG07140	COG1430
OG07148	arCOG05042
OG07153	COG1710
OG07154	arCOG05048
OG07156	arCOG03352
OG07158	arCOG10660
OG07162	arCOG05064
OG07164	COG2430
OG07167	COG4090
OG07168	arCOG06673
OG07170	arCOG06662
OG07171	COG3586
OG07181	arCOG04899
OG07182	COG4077
OG07183	arCOG10509
OG07185	COG1849
OG07188	arCOG05083
OG07190	arCOG05741
OG07194	arCOG05067
OG07195	arCOG05029
OG07198	COG2892
OG07203	COG2144
OG07204	COG4887
OG07207	COG1641
OG07212	COG1433
OG07214	arCOG06664
OG07217	COG2029
OG07218	COG4078
OG07220	COG4009
OG07223	arCOG06682
OG07230	COG1750
OG07240	arCOG07624
OG07244	COG4902
OG07248	COG3355
OG07257	COG0716
OG07261	COG1531
OG07262	COG0697
OG07263	COG1491
OG07267	COG1146
OG07268	COG1907
OG07271	arCOG05049
OG07277	COG1326
OG07280	COG2383
OG07282	COG1571
OG07285	COG2158
OG07286	arCOG02880
OG07296	COG1627
OG07300	arCOG05041
OG07301	COG3503
OG07302	arCOG06571
OG07304	COG1800
OG07307	COG1909
OG07309	arCOG06618
OG07312	COG0608
OG07314	arCOG03412
OG07317	arCOG06589
OG07320	COG1931
OG07322	arCOG06593
OG07325	COG4709
OG07330	COG1771
OG07332	arCOG06579
OG07333	arCOG03453
OG07334	COG1139
OG07342	arCOG06648
OG07343	arCOG06606
OG07347	COG2983
OG07349	COG4121
OG07361	arCOG05044
OG07371	arCOG06623
OG07373	arCOG05025
OG07374	COG1325
OG07375	COG4035
OG07376	arCOG06597
OG07383	COG4068
OG07384	arCOG05068
OG07397	arCOG05088
OG07400	COG1836
OG07403	arCOG06649
OG07405	COG4012
OG07414	COG2000
OG07418	arCOG08238
OG07419	COG1751
OG07420	COG4883
OG07422	COG1433
OG07434	arCOG06657
OG07435	COG2456
OG07440	arCOG06656
OG07442	COG4041
OG07443	arCOG07638
OG07453	COG3466
OG07457	arCOG06615
OG07461	arCOG06630
OG07464	COG0070
OG07466	COG1773
OG07467	COG2454
OG07473	COG1287
OG07475	COG4084
OG07485	arCOG05026
OG07487	arCOG04838
OG07488	COG4040
OG07489	arCOG05043
OG07490	COG1786
OG07494	arCOG03450
OG07495	arCOG02614
OG07498	COG2218
OG07506	arCOG07638
OG07510	COG1355
OG07513	arCOG06607
OG07521	arCOG06681
OG07524	arCOG06593
OG07527	COG2414
OG07535	arCOG02880
OG07540	COG4073
OG07542	COG1844
OG07544	COG1711
OG07545	COG2117
OG07547	COG1417
OG07548	COG1790
OG07549	arCOG06642
OG07550	COG4072
OG07552	arCOG06617
OG07553	COG4747
OG07555	arCOG06666
OG07559	COG4854
OG07560	arCOG06654
OG07571	COG1819
OG07572	arCOG05105
OG07573	COG4855
OG07574	COG4085
OG07578	COG1852
OG07580	arCOG07635
OG07581	arCOG06635
OG07583	arCOG08242
OG07585	COG1641
OG07586	COG2038
OG07587	COG4032
OG07588	arCOG06621
OG07589	COG4746
OG07590	arCOG06668
OG07591	arCOG05080
OG07594	COG4053
OG07595	arCOG05054
OG07596	COG2042
OG07599	COG1885
OG07603	COG1944
OG07605	COG1707
OG07609	COG2090
OG07613	arCOG04884
OG07620	COG4818
OG07622	arCOG03415
OG07623	arCOG07801
OG07625	arCOG03414
OG07630	COG1374
OG07638	arCOG06676
OG07640	arCOG05016
OG07641	COG0681
OG07646	COG0063
OG07647	arCOG06684
OG07650	arCOG05030
OG07651	COG3366
OG07655	arCOG06679
OG07656	arCOG06619
OG07662	COG1469
OG07666	COG4895
OG07667	arCOG06647
OG07671	arCOG05074
OG07674	arCOG06592
OG07676	COG2457
OG07682	arCOG11045
OG07683	arCOG06627
OG07685	arCOG06630
OG07687	COG1817
OG07690	COG3367
OG07692	arCOG06622
OG07693	COG2219
OG07697	COG2078
OG07698	COG1935
OG07699	arCOG05116
OG07702	arCOG06645
OG07707	COG4087
OG07711	COG1599
OG07713	COG3286
OG07716	arCOG07636
OG07719	COG0378
OG07724	COG4066
OG07736	COG2862
OG07737	COG4748
OG07745	arCOG05840
OG07746	COG2237
OG07750	COG1872
OG07751	COG2519
OG07754	COG3276
OG07755	arCOG06636
OG07757	COG1498
OG07758	COG2083
OG07759	arCOG05085
OG07765	arCOG07167
OG07767	COG2811
OG07772	COG0177
OG07777	arCOG02554
OG07783	arCOG05106
OG07784	arCOG06610
OG07788	COG1202
OG07792	arCOG05103
OG07796	COG1342
OG07802	arCOG05066
OG07806	arCOG05040
OG07814	COG4081
OG07818	COG1634
OG07824	COG2043
OG07832	arCOG05023
OG07833	arCOG08246
OG07835	arCOG06653
OG07838	COG1810
OG07840	arCOG06604
OG07842	COG0725
OG07844	arCOG03412
OG07845	arCOG06674
OG07847	arCOG05037
OG07851	arCOG04882
OG07855	COG3233
OG07871	COG2061
OG07876	arCOG06584
OG07877	COG3353
OG07878	COG1891
OG07881	COG0391
OG07883	arCOG05039
OG07885	arCOG06680
OG07886	COG1340
OG07887	arCOG08248
OG07889	arCOG06603
OG07892	COG1592
OG07893	arCOG06686
OG07897	arCOG05021
OG07898	COG1563
OG07909	arCOG06748
OG07910	COG4870
OG07921	arCOG05096
OG07922	COG4048
OG07928	arCOG06651
OG07929	COG1645
OG07932	COG1590
OG07933	arCOG05091
OG07936	arCOG05107
OG07939	arCOG03165
OG07942	arCOG06639
OG07950	arCOG03165
OG07951	arCOG05069
OG07965	COG4019
OG07966	COG1967
OG07971	arCOG02879
OG07975	COG0037
OG07979	arCOG06652
OG07981	arCOG05028
OG07992	COG3287
OG07994	arCOG08240
OG07998	arCOG02261
OG07999	COG4090
OG08001	COG1888
OG08003	arCOG05011
OG08007	arCOG05034
OG08010	arCOG05115
OG08011	arCOG05020
OG08016	arCOG06633
OG08018	COG1994
OG08024	COG1679
OG08025	arCOG06644
OG08031	COG1628
OG08033	arCOG06574
OG08034	arCOG05057
OG08035	COG1606
OG08036	arCOG06593
OG08045	arCOG05070
OG08046	arCOG05032
OG08047	COG0500
OG08048	arCOG06590
OG08049	COG2155
OG08052	COG3894
OG08054	arCOG06667
OG08055	arCOG03518
OG08056	arCOG07962
OG08057	arCOG01354
OG08060	COG1691
OG08068	COG4010
OG08070	COG4069
OG08074	arCOG06595
OG08075	arCOG05077
OG08079	COG4013
OG08081	arCOG04433
OG08082	COG2247
OG08087	COG4024
OG08088	arCOG04937
OG08089	arCOG05031
OG08094	COG1915
OG08101	arCOG05089
OG08103	COG1361
OG08120	arCOG06609
OG08123	COG3467
OG08125	arCOG05017
OG08129	arCOG05106
OG08130	COG2835
OG08131	arCOG06598
OG08134	COG4022
OG08137	COG5306
OG08140	COG0148
OG08141	arCOG06594
OG08142	COG2014
OG08144	arCOG06623
OG08145	COG4033
OG08148	COG4079
OG08154	arCOG06602
OG08158	arCOG00116
OG08159	arCOG04823
OG08160	arCOG06683
OG08161	arCOG05076
OG08166	COG4017
OG08170	COG1817
OG08171	COG4268
OG08174	COG4925
OG08177	COG5434
OG08178	2ZKFC
OG08179	COG2364
OG08180	COG4744
OG08181	COG4637
OG08182	2ZJUM
OG08184	2Z9J6
OG08185	33XA5
OG08186	COG1977
OG08187	COG2881
OG08191	31ICZ
OG08195	33CXG
OG08200	COG2403
OG08204	32VNR
OG08205	COG1720
OG08209	COG1900
OG08210	33IIK
OG08211	COG2984
OG08213	32EWY
OG08215	34B2Q
OG08219	COG5515
OG08220	COG4961
OG08221	COG2122
OG08223	COG2071
OG08224	COG5616
OG08225	31H6C
OG08230	COG2721
OG08232	COG0296
OG08234	COG4802
OG08236	33BX6
OG08238	3335A
OG08240	COG4275
OG08241	COG3607
OG08242	COG1840
OG08247	33BU4
OG08248	32S1K
OG08251	33XT4
OG08252	2ZISF
OG08255	3337Y
OG08256	318DC
OG08257	301AB
OG08258	COG1315
OG08261	COG3860
OG08262	3404B
OG08265	COG1427
OG08266	2Z7QH
OG08267	31883
OG08268	31NMR
OG08277	COG4310
OG08278	32U1K
OG08279	33CZX
OG08280	2ZMP3
OG08282	2ZDQR
OG08293	COG4129
OG08294	COG5003
OG08297	331TB
OG08298	COG4382
OG08300	32YVY
OG08303	31JB4
OG08307	COG4254
OG08308	32RPF
OG08321	33DGE
OG08323	31GJ3
OG08328	COG1553
OG08331	33APK
OG08339	32YQV
OG08340	32GE0
OG08341	33090
OG08343	3076K
OG08344	COG0589
OG08346	337H4
OG08351	COG0823
OG08352	32C6T
OG08353	2ZCBE
OG08355	3394W
OG08356	COG2755
OG08357	COG2740
OG08358	34768
OG08361	COG0727
OG08364	COG0128
OG08367	335Y9
OG08371	3325D
OG08377	334IY
OG08379	COG0726
OG08385	335GW
OG08387	30182
OG08388	COG0727
OG08390	COG4972
OG08392	3100P
OG08393	COG3474
OG08398	COG1268
OG08400	334F4
OG08401	COG0727
OG08402	COG1075
OG08405	33V5Y
OG08407	COG1284
OG08409	318CR
OG08413	33Z6Q
OG08414	COG0253
OG08421	COG1139
OG08426	COG4866
OG08427	COG1516
OG08432	32C6T
OG08433	2ZWKX
OG08435	31FTN
OG08436	2ZCYN
OG08441	33KYK
OG08442	COG0857
OG08443	COG3465
OG08445	32TY9
OG08453	33YRB
OG08455	31BGX
OG08456	335B4
OG08457	2Z99H
OG08458	COG2107
OG08460	COG1896
OG08461	COG0189
OG08462	2ZVW0
OG08463	34414
OG08465	32FTI
OG08467	31NMT
OG08469	COG1636
OG08472	33ZB6
OG08476	318FS
OG08482	32MKI
OG08483	COG1053
OG08484	32G90
OG08486	32ZHX
OG08487	31880
OG08490	COG1079
OG08492	COG4856
OG08494	31YV3
OG08495	335A6
OG08497	COG0314
OG08498	347ZV
OG08499	COG5653
OG08504	3468M
OG08506	COG1196
OG08507	34AEI
OG08508	COG1399
OG08509	COG1416
OG08510	COG0457
OG08511	31G0D
OG08516	318AE
OG08517	COG3359
OG08518	2ZF7E
OG08523	33DKN
OG08524	2ZSUS
OG08528	COG0457
OG08531	COG0589
OG08535	340SP
OG08538	3182P
OG08539	COG4641
OG08542	32SUM
OG08546	32FSG
OG08547	338U3
OG08551	COG3271
OG08552	31CZ2
OG08554	COG2974
OG08555	COG2205
OG08559	COG2427
OG08560	COG1466
OG08561	2ZGD6
OG08564	2ZD3J
OG08565	32T53
OG08570	33GSS
OG08571	COG2006
OG08574	32TK9
OG08575	COG1578
OG08576	343K2
OG08581	COG2052
OG08583	31KRK
OG08585	346KH
OG08597	333N3
OG08598	30MB2
OG08602	33JMA
OG08605	COG1304
OG08607	COG2128
OG08608	COG0775
OG08610	COG5362
OG08613	COG4603
OG08615	318F0
OG08620	COG2331
OG08625	COG4649
OG08626	30PIY
OG08630	COG1878
OG08632	COG0457
OG08634	COG3464
OG08636	2ZABY
OG08639	2ZJRD
OG08642	318FB
OG08643	34BX1
OG08644	COG1293
OG08647	COG5362
OG08650	COG0457
OG08651	3168D
OG08653	335B4
OG08663	COG0349
OG08664	COG0467
OG08665	COG4954
OG08667	COG0316
OG08670	32PNG
OG08674	COG3350
OG08676	2ZHBE
OG08677	COG2165
OG08678	31PG6
OG08680	COG2890
OG08687	32SN5
OG08689	32GB4
OG08690	COG1556
OG08692	343K9
OG08693	COG4388
OG08696	COG2974
OG08701	3431E
OG08702	COG1917
OG08706	32CGF
OG08707	COG4382
OG08710	COG0857
OG08717	COG1198
OG08720	32XQK
OG08722	2ZG1W
OG08725	31FC5
OG08726	COG0438
OG08727	COG1550
OG08728	COG0438
OG08729	348XZ
OG08730	33HCR
OG08732	3187E
OG08742	COG0115
OG08744	32YE7
OG08745	343QE
OG08748	COG0789
OG08757	32F7C
OG08758	COG0727
OG08759	COG0737
OG08767	COG1944
OG08772	COG0510
OG08778	30TGN
OG08780	32ECI
OG08782	3316B
OG08784	COG4694
OG08785	COG3409
OG08787	3183X
OG08791	34B5J
OG08792	COG0425
OG08796	33CPK
OG08798	302FI
OG08800	3029C
OG08804	COG1078
OG08807	COG0705
OG08808	32X8P
OG08809	329Z9
OG08814	COG0511
OG08821	30QRI
OG08822	COG3919
OG08824	COG4122
OG08825	317BG
OG08833	33AFS
OG08838	COG1413
OG08839	334Q9
OG08841	COG2043
OG08842	COG1433
OG08843	33TXF
OG08845	34BQG
OG08846	2ZS4A
OG08848	COG1852
OG08852	2ZTY5
OG08853	COG4453
OG08854	COG0327
OG08855	COG4381
OG08856	2ZCJY
OG08862	32YPT
OG08863	33E8X
OG08864	31J8F
OG08865	COG1837
OG08867	COG0618
OG08868	COG1321
OG08873	2ZCYY
OG08876	COG1896
OG08877	32UI7
OG08879	2Z7IH
OG08880	32JMZ
OG08881	32G0K
OG08882	COG0463
OG08888	COG4191
OG08895	2ZRIX
OG08901	310ZN
OG08907	COG1216
OG08908	2ZCBE
OG08910	33HZ0
OG08911	COG1360
OG08912	COG4122
OG08913	COG0393
OG08914	COG1082
OG08916	COG0589
OG08917	32ZT8
OG08920	COG0510
OG08921	COG2350
OG08928	COG1989
OG08929	COG1579
OG08930	33FK9
OG08931	32JDR
OG08932	COG3027
OG08936	COG2887
OG08938	30F9Z
OG08939	32ZKK
OG08943	2ZYPN
OG08944	COG1633
OG08945	30T84
OG08946	3184B
OG08953	3322D
OG08954	3187D
OG08957	COG0145
OG08966	2ZBPZ
OG08968	COG4191
OG08969	2ZIA9
OG08971	COG1846
OG08975	30ZYE
OG08980	2ZNED
OG08981	COG0683
OG08982	3004J
OG08985	33AC3
OG08988	COG2104
OG08991	2ZXVX
OG08995	30I8X
OG08996	33FQJ
OG08997	2ZFS3
OG09001	COG1624
OG09003	345RY
OG09004	30M7Q
OG09005	COG1449
OG09008	COG0457
OG09009	COG0457
OG09010	COG1418
OG09012	2ZHC3
OG09013	COG3698
OG09020	COG3087
OG09021	32RXU
OG09023	COG0613
OG09024	COG2165
OG09026	32E5K
OG09028	COG2882
OG09030	COG1651
OG09031	COG2006
OG09032	32ZJG
OG09038	COG1942
OG09041	32TGZ
OG09043	COG0457
OG09045	COG2839
OG09046	COG1413
OG09049	33M3I
OG09052	COG4285
OG09060	31ABE
OG09062	3293J
OG09065	340E4
OG09067	COG4961
OG09069	33A89
OG09072	COG0589
OG09076	317Z8
OG09082	30HR5
OG09083	32YA5
OG09084	COG0011
OG09086	COG5581
OG09088	32GF6
OG09094	COG2982
OG09095	32ZD6
OG09097	33DXS
OG09098	COG0457
OG09099	32Y5Q
OG09100	32WWW
OG09102	COG0730
OG09105	COG3203
OG09107	COG0433
OG09108	2ZHQM
OG09109	COG0419
OG09110	COG3247
OG09115	COG2981
OG09116	COG4222
OG09117	COG0614
OG09118	2Z9KF
OG09122	COG3431
OG09126	COG2358
OG09128	COG4275
OG09130	COG1450
OG09131	348AR
OG09132	COG3170
OG09133	COG0730
OG09134	2Z7V8
OG09135	COG4091
OG09137	32YR7
OG09138	COG3945
OG09139	32UKY
OG09140	COG1716
OG09142	COG2329
OG09145	COG3850
OG09148	COG3218
OG09149	32ZAX
OG09150	COG3242
OG09151	COG1196
OG09152	COG3358
OG09153	COG2010
OG09155	331FT
OG09157	COG0760
OG09159	321Q6
OG09164	COG1199
OG09165	2Z9W9
OG09166	COG2050
OG09167	32TJR
OG09168	COG1429
OG09174	COG1055
OG09178	COG5373
OG09179	COG1633
OG09180	COG3481
OG09184	COG1196
OG09185	COG1409
OG09188	COG3471
OG09189	31BY6
OG09192	COG1833
OG09193	COG3510
OG09194	31XRK
OG09196	COG1028
OG09199	COG0265
OG09200	COG3759
OG09204	COG3505
OG09205	33AYA
OG09206	COG3091
OG09207	2ZBX5
OG09208	COG1073
OG09209	COG2963
OG09211	333E6
OG09214	COG4390
OG09217	2Z924
OG09220	COG1192
OG09221	31AKJ
OG09222	32SKX
OG09227	32Y3R
OG09228	COG1680
OG09230	COG3427
OG09232	COG1309
OG09233	COG0346
OG09234	30GJ5
OG09237	338KB
OG09238	COG3184
OG09240	32ZFH
OG09242	COG0791
OG09243	COG1305
OG09244	32QZV
OG09245	COG2931
OG09247	333BE
OG09248	COG3182
OG09250	COG0226
OG09255	32ZIZ
OG09256	COG2887
OG09257	COG3063
OG09259	COG1396
OG09261	2Z8BP
OG09262	2ZESX
OG09263	COG2413
OG09264	COG3409
OG09265	COG1196
OG09266	31ARN
OG09267	COG0727
OG09269	33H0G
OG09271	COG1672
OG09272	COG1600
OG09274	2Z9QP
OG09275	33431
OG09278	COG0697
OG09279	COG0624
OG09280	32Y5P
OG09282	COG1216
OG09285	COG0551
OG09286	COG2327
OG09291	32FER
OG09293	COG4121
OG09294	COG3408
OG09295	COG2350
OG09296	32SHH
OG09298	2Z8UK
OG09301	31TIF
OG09302	COG0729
OG09303	COG4591
OG09304	30PG7
OG09307	33SSX
OG09308	33T3C
OG09311	COG0715
OG09312	COG3637
OG09313	31E7Y
OG09314	COG1538
OG09315	3355Y
OG09316	COG3170
OG09317	31VDW
OG09324	COG3326
OG09326	COG4067
OG09330	31GBA
OG09331	COG0589
OG09333	32QYJ
OG09335	31UMS
OG09341	334EK
OG09344	33A7C
OG09346	COG0530
OG09349	31KWH
OG09353	COG4551
OG09354	331VM
OG09356	304MY
OG09357	33BAR
OG09358	32SEP
OG09359	332V3
OG09360	31H67
OG09363	COG1430
OG09364	33MZH
OG09365	31H0W
OG09366	31I9A
OG09368	COG4775
OG09374	31JCV
OG09375	338YT
OG09378	COG4459
OG09379	33C2S
OG09382	30VI4
OG09384	331S5
OG09389	31U0C
OG09390	31EC8
OG09392	COG5429
OG09393	COG3203
