taxon_name	species_norm	genus_norm	gtdb_species_clade_id	GTDB_species	n_files	mean_abundance	mapping_tier	n_gtdb_clades_for_genus
Shewanella sp. ANA-3	shewanella_sp_ana_3	shewanella	s__Shewanella_aestuarii--RS_GCF_014647215.1	s__Shewanella_aestuarii	3541	1.6641148675597765e-05	genus_proxy_ambiguous	60
Legionella fallonii	legionella_fallonii	legionella	s__Legionella_A_adelaidensis--RS_GCF_900637865.1	s__Legionella_A_adelaidensis	3540	0.00015712848176005622	genus_proxy_ambiguous	46
Bacillus sp. SDLI1	bacillus_sp_sdli1	bacillus	s__Bacillus_AB_infantis--RS_GCF_000473245.1	s__Bacillus_AB_infantis	3540	7.372499276538579e-06	genus_proxy_ambiguous	108
Corynebacterium crudilactis	corynebacterium_crudilactis	corynebacterium	s__Corynebacterium_accolens--RS_GCF_023520795.1	s__Corynebacterium_accolens	3540	1.3765182098685555e-05	genus_proxy_ambiguous	125
Salisediminibacterium beveridgei	salisediminibacterium_beveridgei	salisediminibacterium	s__Salisediminibacterium_halotolerans--RS_GCF_003814815.1	s__Salisediminibacterium_halotolerans	3540	2.55489609398637e-06	genus_proxy_unique	1
Sphingobacterium sp. B29	sphingobacterium_sp_b29	sphingobacterium	s__Sphingobacterium_alkalisoli--RS_GCF_005049105.1	s__Sphingobacterium_alkalisoli	3540	7.046801147501682e-05	genus_proxy_ambiguous	26
Bifidobacterium coryneforme	bifidobacterium_coryneforme	bifidobacterium	s__Bifidobacterium_actinocoloniiforme--RS_GCF_001263395.1	s__Bifidobacterium_actinocoloniiforme	3540	9.000311812989862e-08	genus_proxy_ambiguous	80
Oceanisphaera avium	oceanisphaera_avium	oceanisphaera	s__Oceanisphaera_arctica--RS_GCF_002936955.1	s__Oceanisphaera_arctica	3540	2.413059356082782e-06	genus_proxy_ambiguous	2
Fusobacterium periodonticum	fusobacterium_periodonticum	fusobacterium	s__Fusobacterium_A_mortiferum--RS_GCF_000158195.2	s__Fusobacterium_A_mortiferum	3540	2.851636732256573e-06	genus_proxy_ambiguous	28
Bacteroides helcogenes	bacteroides_helcogenes	bacteroides	s__Bacteroides_D_periocalifornicus--GB_GCA_001421095.1	s__Bacteroides_D_periocalifornicus	3540	9.939336787261562e-07	genus_proxy_ambiguous	68
Thermodesulfobium narugense	thermodesulfobium_narugense	thermodesulfobium	s__Thermodesulfobium_acidiphilum--RS_GCF_003057965.1	s__Thermodesulfobium_acidiphilum	3540	2.8817229592494548e-05	genus_proxy_unique	1
Cyclobacterium amurskyense	cyclobacterium_amurskyense	cyclobacterium	s__Cyclobacterium_marinum--RS_GCF_000222485.1	s__Cyclobacterium_marinum	3540	4.501118122911987e-06	genus_proxy_ambiguous	3
Actinobacillus succinogenes	actinobacillus_succinogenes	actinobacillus	s__Actinobacillus_A_porcitonsillarum--RS_GCF_003101015.1	s__Actinobacillus_A_porcitonsillarum	3540	1.6428292991923142e-06	genus_proxy_ambiguous	7
Synechococcus sp. PCC 7502	synechococcus_sp_pcc_7502	synechococcus	s__Synechococcus_A_lividus--RS_GCF_002754935.1	s__Synechococcus_A_lividus	3540	0.0006088601892468033	genus_proxy_ambiguous	32
Sphingorhabdus lutea	sphingorhabdus_lutea	sphingorhabdus	s__Sphingorhabdus_B_sp002255985--GB_GCA_002255985.1	s__Sphingorhabdus_B_sp002255985	3540	0.0005415427184426596	genus_proxy_ambiguous	9
Shewanella sp. MR-7	shewanella_sp_mr_7	shewanella	s__Shewanella_aestuarii--RS_GCF_014647215.1	s__Shewanella_aestuarii	3540	9.451453453693195e-07	genus_proxy_ambiguous	60
Chryseobacterium sp. IHB B 17019	chryseobacterium_sp_ihb_b_17019	chryseobacterium	s__Chryseobacterium_antibioticum--RS_GCF_012927325.1	s__Chryseobacterium_antibioticum	3539	4.428010290066413e-05	genus_proxy_ambiguous	67
Legionella spiritensis	legionella_spiritensis	legionella	s__Legionella_A_adelaidensis--RS_GCF_900637865.1	s__Legionella_A_adelaidensis	3539	2.8658853231671533e-05	genus_proxy_ambiguous	46
Methanomethylophilus alvi	methanomethylophilus_alvi	methanomethylophilus	s__Methanomethylophilus_alvus--RS_GCF_000300255.2	s__Methanomethylophilus_alvus	3539	1.5939278574961052e-07	genus_proxy_ambiguous	4
Oceanobacillus iheyensis	oceanobacillus_iheyensis	oceanobacillus	s__Oceanobacillus_alkalisoli--RS_GCF_021556485.1	s__Oceanobacillus_alkalisoli	3539	2.963988232866944e-05	genus_proxy_ambiguous	10
Exiguobacterium sibiricum	exiguobacterium_sibiricum	exiguobacterium	s__Exiguobacterium_A_acetylicum--RS_GCF_000702605.1	s__Exiguobacterium_A_acetylicum	3539	6.671677975772305e-05	genus_proxy_ambiguous	22
Exiguobacterium sp. MH3	exiguobacterium_sp_mh3	exiguobacterium	s__Exiguobacterium_A_acetylicum--RS_GCF_000702605.1	s__Exiguobacterium_A_acetylicum	3539	0.00012310410386331947	genus_proxy_ambiguous	22
Vibrio tarriae	vibrio_tarriae	vibrio	s__Vibrio_aerogenes--GB_GCA_024346755.1	s__Vibrio_aerogenes	3539	2.7768687392896322e-05	genus_proxy_ambiguous	126
Shewanella sp. MR-4	shewanella_sp_mr_4	shewanella	s__Shewanella_aestuarii--RS_GCF_014647215.1	s__Shewanella_aestuarii	3539	5.144281331239921e-06	genus_proxy_ambiguous	60
Candidatus Rhodoluna planktonica	rhodoluna_planktonica	rhodoluna	s__Rhodoluna_limnophila--RS_GCF_005845365.1	s__Rhodoluna_limnophila	3539	0.0004951946194603319	genus_proxy_ambiguous	20
Dehalobacter sp. DCA	dehalobacter_sp_dca	dehalobacter	s__Dehalobacter_restrictus--RS_GCF_000512895.1	s__Dehalobacter_restrictus	3539	5.6109161131447065e-06	genus_proxy_ambiguous	3
Clostridium aceticum	clostridium_aceticum	clostridium	s__Clostridium_AD_bowmanii--RS_GCF_018861315.1	s__Clostridium_AD_bowmanii	3539	2.8589025775402997e-08	genus_proxy_ambiguous	135
Paenibacillus sp. FSL R5-0345	paenibacillus_sp_fsl_r5_0345	paenibacillus	s__Paenibacillus_AH_cisolokensis--RS_GCF_018403665.1	s__Paenibacillus_AH_cisolokensis	3539	2.2693123971370666e-05	genus_proxy_ambiguous	128
Campylobacter curvus	campylobacter_curvus	campylobacter	s__Campylobacter_A_anatolicus--RS_GCF_018145655.1	s__Campylobacter_A_anatolicus	3538	5.1673844442818e-07	genus_proxy_ambiguous	90
Paenibacillus sp. IHBB 10380	paenibacillus_sp_ihbb_10380	paenibacillus	s__Paenibacillus_AH_cisolokensis--RS_GCF_018403665.1	s__Paenibacillus_AH_cisolokensis	3538	0.00011538755326961298	genus_proxy_ambiguous	128
Desulfocapsa sulfexigens	desulfocapsa_sulfexigens	desulfocapsa	s__Desulfocapsa_sp016765495--GB_GCA_016765495.1	s__Desulfocapsa_sp016765495	3538	4.7881099757640365e-05	genus_proxy_ambiguous	3
Chryseobacterium camelliae	chryseobacterium_camelliae	chryseobacterium	s__Chryseobacterium_antibioticum--RS_GCF_012927325.1	s__Chryseobacterium_antibioticum	3538	3.847140145791632e-05	genus_proxy_ambiguous	67
Candidatus Xiphinematobacter sp. Idaho Grape	xiphinematobacter_sp_idaho_grape	xiphinematobacter	s__Xiphinematobacter_sp016766635--GB_GCA_016766635.1	s__Xiphinematobacter_sp016766635	3538	0.010538473614360114	genus_proxy_unique	1
Thermococcus siculi	thermococcus_siculi	thermococcus	s__Thermococcus_A_alcaliphilus--RS_GCF_024054535.1	s__Thermococcus_A_alcaliphilus	3538	0.0	genus_proxy_ambiguous	18
Dehalobacter sp. CF	dehalobacter_sp_cf	dehalobacter	s__Dehalobacter_restrictus--RS_GCF_000512895.1	s__Dehalobacter_restrictus	3538	3.058629686059178e-07	genus_proxy_ambiguous	3
Geobacillus sp. WCH70	geobacillus_sp_wch70	geobacillus	s__Geobacillus_icigianus--RS_GCF_000750005.1	s__Geobacillus_icigianus	3538	3.654530397489822e-05	genus_proxy_ambiguous	14
Calditerrivibrio nitroreducens	calditerrivibrio_nitroreducens	calditerrivibrio	s__Calditerrivibrio_sp020217115--GB_GCA_020217115.1	s__Calditerrivibrio_sp020217115	3538	3.5577244530378654e-05	genus_proxy_unique	1
Thermococcus celer	thermococcus_celer	thermococcus	s__Thermococcus_A_alcaliphilus--RS_GCF_024054535.1	s__Thermococcus_A_alcaliphilus	3538	0.0	genus_proxy_ambiguous	18
Salegentibacter sp. T436	salegentibacter_sp_t436	salegentibacter	s__Salegentibacter_agarivorans--RS_GCF_900113135.1	s__Salegentibacter_agarivorans	3537	3.027305491114259e-07	genus_proxy_ambiguous	6
Chryseobacterium sp. StRB126	chryseobacterium_sp_strb126	chryseobacterium	s__Chryseobacterium_antibioticum--RS_GCF_012927325.1	s__Chryseobacterium_antibioticum	3537	3.685729814043851e-05	genus_proxy_ambiguous	67
Paenibacillus sp. FSL H7-0737	paenibacillus_sp_fsl_h7_0737	paenibacillus	s__Paenibacillus_AH_cisolokensis--RS_GCF_018403665.1	s__Paenibacillus_AH_cisolokensis	3537	0.00025954869638025784	genus_proxy_ambiguous	128
Yersinia sp. FDAARGOS_228	yersinia_sp_fdaargos_228	yersinia	s__Yersinia_aldovae--RS_GCF_000173735.1	s__Yersinia_aldovae	3537	0.0004414042915019903	genus_proxy_ambiguous	23
Acetomicrobium mobile	acetomicrobium_mobile	acetomicrobium	s__Acetomicrobium_flavidum--GB_GCA_900129645.1	s__Acetomicrobium_flavidum	3537	7.097797319163073e-06	genus_proxy_ambiguous	3
Legionella micdadei	legionella_micdadei	legionella	s__Legionella_A_adelaidensis--RS_GCF_900637865.1	s__Legionella_A_adelaidensis	3537	4.600305117128595e-06	genus_proxy_ambiguous	46
Flammeovirga sp. MY04	flammeovirga_sp_my04	flammeovirga	s__Flammeovirga_kamogawensis--RS_GCF_018736065.1	s__Flammeovirga_kamogawensis	3537	1.1414887137466462e-06	genus_proxy_ambiguous	2
Belliella baltica	belliella_baltica	belliella	s__Belliella_aquatica--RS_GCF_014637795.1	s__Belliella_aquatica	3537	0.0001188762878154989	genus_proxy_unique	1
Anoxybacillus amylolyticus	anoxybacillus_amylolyticus	anoxybacillus	s__Anoxybacillus_A_rupiensis--RS_GCF_014196195.1	s__Anoxybacillus_A_rupiensis	3537	1.6981745535594355e-05	genus_proxy_ambiguous	10
Anoxybacillus sp. B7M1	anoxybacillus_sp_b7m1	anoxybacillus	s__Anoxybacillus_A_rupiensis--RS_GCF_014196195.1	s__Anoxybacillus_A_rupiensis	3537	1.4304547048298317e-17	genus_proxy_ambiguous	10
Oceanicoccus sagamiensis	oceanicoccus_sagamiensis	oceanicoccus	s__Oceanicoccus_sp000169075--GB_GCA_000169075.1	s__Oceanicoccus_sp000169075	3537	1.937411454516487e-06	genus_proxy_unique	1
Shewanella sp. Pdp11	shewanella_sp_pdp11	shewanella	s__Shewanella_aestuarii--RS_GCF_014647215.1	s__Shewanella_aestuarii	3536	6.001371305251686e-06	genus_proxy_ambiguous	60
Lentibacillus amyloliquefaciens	lentibacillus_amyloliquefaciens	lentibacillus	s__Lentibacillus_cibarius--RS_GCF_005887555.1	s__Lentibacillus_cibarius	3536	3.7770527943411695e-06	genus_proxy_ambiguous	2
Sulfuricurvum kujiense	sulfuricurvum_kujiense	sulfuricurvum	s__Sulfuricurvum_kujiense_A--GB_GCA_002742695.1	s__Sulfuricurvum_kujiense_A	3536	0.0002854546143850007	genus_proxy_ambiguous	6
Exiguobacterium sp. U13-1	exiguobacterium_sp_u13_1	exiguobacterium	s__Exiguobacterium_A_acetylicum--RS_GCF_000702605.1	s__Exiguobacterium_A_acetylicum	3536	8.382230051238628e-05	genus_proxy_ambiguous	22
Sporosarcina sp. P33	sporosarcina_sp_p33	sporosarcina	s__Sporosarcina_newyorkensis--RS_GCF_019748715.1	s__Sporosarcina_newyorkensis	3536	2.9592608372579308e-05	genus_proxy_ambiguous	12
Sphingobacterium sp. G1-14	sphingobacterium_sp_g1_14	sphingobacterium	s__Sphingobacterium_alkalisoli--RS_GCF_005049105.1	s__Sphingobacterium_alkalisoli	3536	0.0001336145065498365	genus_proxy_ambiguous	26
Aeribacillus pallidus	aeribacillus_pallidus	aeribacillus	s__Aeribacillus_composti--RS_GCF_007827555.1	s__Aeribacillus_composti	3536	5.616165811243675e-05	genus_proxy_unique	1
Dehalococcoides sp. UCH007	dehalococcoides_sp_uch007	dehalococcoides	s__Dehalococcoides_mccartyi--RS_GCF_000011905.1	s__Dehalococcoides_mccartyi	3535	2.0360971143448012e-05	genus_proxy_ambiguous	3
Clostridium formicaceticum	clostridium_formicaceticum	clostridium	s__Clostridium_AD_bowmanii--RS_GCF_018861315.1	s__Clostridium_AD_bowmanii	3535	1.173285852390664e-06	genus_proxy_ambiguous	135
Treponema sp. OMZ 838	treponema_sp_omz_838	treponema	s__Treponema_B_denticola--RS_GCF_000008185.1	s__Treponema_B_denticola	3535	3.843498578703665e-06	genus_proxy_ambiguous	106
Methylotenera mobilis	methylotenera_mobilis	methylotenera	s__Methylotenera_A_sp002083635--GB_GCA_002083635.1	s__Methylotenera_A_sp002083635	3535	0.0004471373732091415	genus_proxy_ambiguous	14
Clostridium argentinense	clostridium_argentinense	clostridium	s__Clostridium_AD_bowmanii--RS_GCF_018861315.1	s__Clostridium_AD_bowmanii	3535	9.876629176644412e-05	genus_proxy_ambiguous	135
Sporosarcina sp. P37	sporosarcina_sp_p37	sporosarcina	s__Sporosarcina_newyorkensis--RS_GCF_019748715.1	s__Sporosarcina_newyorkensis	3535	6.029987829813132e-07	genus_proxy_ambiguous	12
Thermococcus sp. 4557	thermococcus_sp_4557	thermococcus	s__Thermococcus_A_alcaliphilus--RS_GCF_024054535.1	s__Thermococcus_A_alcaliphilus	3535	0.0	genus_proxy_ambiguous	18
Shewanella psychrophila	shewanella_psychrophila	shewanella	s__Shewanella_aestuarii--RS_GCF_014647215.1	s__Shewanella_aestuarii	3535	0.0	genus_proxy_ambiguous	60
Sulfurovum sp. NBC37-1	sulfurovum_sp_nbc37_1	sulfurovum	s__Sulfurovum_sp002281755--GB_GCA_002281755.1	s__Sulfurovum_sp002281755	3535	7.611859218270595e-07	genus_proxy_ambiguous	10
Labilibaculum antarcticum	labilibaculum_antarcticum	labilibaculum	s__Labilibaculum_euxinus--RS_GCF_009795715.1	s__Labilibaculum_euxinus	3535	5.112041053541002e-05	genus_proxy_unique	1
Tamlana carrageenivorans	tamlana_carrageenivorans	tamlana	s__Tamlana_A_agarivorans--RS_GCF_001642835.1	s__Tamlana_A_agarivorans	3535	1.204912585446497e-06	genus_proxy_unique	1
Exiguobacterium sp. ZWU0009	exiguobacterium_sp_zwu0009	exiguobacterium	s__Exiguobacterium_A_acetylicum--RS_GCF_000702605.1	s__Exiguobacterium_A_acetylicum	3535	5.614758636721932e-05	genus_proxy_ambiguous	22
Kangiella geojedonensis	kangiella_geojedonensis	kangiella	s__Kangiella_profundi--RS_GCF_002838765.1	s__Kangiella_profundi	3535	2.5243663581761797e-05	genus_proxy_ambiguous	2
Thermococcus sp. AM4	thermococcus_sp_am4	thermococcus	s__Thermococcus_A_alcaliphilus--RS_GCF_024054535.1	s__Thermococcus_A_alcaliphilus	3535	0.0	genus_proxy_ambiguous	18
Geminocystis sp. NIES-3708	geminocystis_sp_nies_3708	geminocystis	s__Geminocystis_sp009993045--GB_GCA_009993045.1	s__Geminocystis_sp009993045	3535	2.7958408728475177e-05	genus_proxy_unique	1
Sporosarcina psychrophila	sporosarcina_psychrophila	sporosarcina	s__Sporosarcina_newyorkensis--RS_GCF_019748715.1	s__Sporosarcina_newyorkensis	3535	0.00041473146336314077	genus_proxy_ambiguous	12
Desulfitobacterium dichloroeliminans	desulfitobacterium_dichloroeliminans	desulfitobacterium	s__Desulfitobacterium_dehalogenans--RS_GCF_000243155.2	s__Desulfitobacterium_dehalogenans	3535	7.866281337211054e-06	genus_proxy_ambiguous	2
Clostridium kluyveri	clostridium_kluyveri	clostridium	s__Clostridium_AD_bowmanii--RS_GCF_018861315.1	s__Clostridium_AD_bowmanii	3535	4.041819195725988e-06	genus_proxy_ambiguous	135
Legionella oakridgensis	legionella_oakridgensis	legionella	s__Legionella_A_adelaidensis--RS_GCF_900637865.1	s__Legionella_A_adelaidensis	3534	2.2434189333826753e-05	genus_proxy_ambiguous	46
Kangiella koreensis	kangiella_koreensis	kangiella	s__Kangiella_profundi--RS_GCF_002838765.1	s__Kangiella_profundi	3534	3.7671117928734034e-08	genus_proxy_ambiguous	2
Shewanella denitrificans	shewanella_denitrificans	shewanella	s__Shewanella_aestuarii--RS_GCF_014647215.1	s__Shewanella_aestuarii	3534	3.3826923458020507e-07	genus_proxy_ambiguous	60
Paludibacter propionicigenes	paludibacter_propionicigenes	paludibacter	s__Paludibacter_sp002427615--GB_GCA_002427615.1	s__Paludibacter_sp002427615	3534	0.0003690666815675064	genus_proxy_ambiguous	6
Thermodesulfobacterium geofontis	thermodesulfobacterium_geofontis	thermodesulfobacterium	s__Thermodesulfobacterium_commune--RS_GCF_000734015.1	s__Thermodesulfobacterium_commune	3534	2.785059421041833e-05	genus_proxy_ambiguous	4
Shewanella sp. WE21	shewanella_sp_we21	shewanella	s__Shewanella_aestuarii--RS_GCF_014647215.1	s__Shewanella_aestuarii	3534	0.0001048231375520387	genus_proxy_ambiguous	60
Fusobacterium varium	fusobacterium_varium	fusobacterium	s__Fusobacterium_A_mortiferum--RS_GCF_000158195.2	s__Fusobacterium_A_mortiferum	3534	8.519843358860364e-06	genus_proxy_ambiguous	28
Campylobacter concisus	campylobacter_concisus	campylobacter	s__Campylobacter_A_anatolicus--RS_GCF_018145655.1	s__Campylobacter_A_anatolicus	3534	3.1824886219867364e-06	genus_proxy_ambiguous	90
Ruminococcus albus	ruminococcus_albus	ruminococcus	s__Ruminococcus_B_gnavus--RS_GCF_008121495.1	s__Ruminococcus_B_gnavus	3534	2.801285846148176e-07	genus_proxy_ambiguous	130
Halobacillus mangrovi	halobacillus_mangrovi	halobacillus	s__Halobacillus_A_andaensis--RS_GCF_014636475.1	s__Halobacillus_A_andaensis	3534	2.8686820207027097e-06	genus_proxy_ambiguous	10
Candidatus Methylopumilus turicensis	methylopumilus_turicensis	methylopumilus	s__Methylopumilus_A_sp903870165--GB_GCA_903870165.1	s__Methylopumilus_A_sp903870165	3534	0.001442785540944329	genus_proxy_ambiguous	13
Bacillus methanolicus	bacillus_methanolicus	bacillus	s__Bacillus_AB_infantis--RS_GCF_000473245.1	s__Bacillus_AB_infantis	3534	0.0003299497540853408	genus_proxy_ambiguous	108
Desulfosporosinus meridiei	desulfosporosinus_meridiei	desulfosporosinus	s__Desulfosporosinus_acididurans--RS_GCF_001029285.1	s__Desulfosporosinus_acididurans	3534	1.865405907543028e-05	genus_proxy_ambiguous	6
Chryseobacterium sp. T16E-39	chryseobacterium_sp_t16e_39	chryseobacterium	s__Chryseobacterium_antibioticum--RS_GCF_012927325.1	s__Chryseobacterium_antibioticum	3534	3.1384207718723335e-05	genus_proxy_ambiguous	67
Fluviicola taffensis	fluviicola_taffensis	fluviicola	s__Fluviicola_riflensis--GB_GCA_002243285.1	s__Fluviicola_riflensis	3533	0.0002943345665064817	genus_proxy_ambiguous	2
Aurantimicrobium minutum	aurantimicrobium_minutum	aurantimicrobium	s__Aurantimicrobium_photophilum--RS_GCF_003194085.1	s__Aurantimicrobium_photophilum	3533	0.0007809945528234795	genus_proxy_unique	1
Brucella abortus	brucella_abortus	brucella	s__Brucella_melitensis--RS_GCF_000007125.1	s__Brucella_melitensis	3533	1.430531910161646e-07	genus_proxy_unique	1
Anoxybacillus sp. B2M1	anoxybacillus_sp_b2m1	anoxybacillus	s__Anoxybacillus_A_rupiensis--RS_GCF_014196195.1	s__Anoxybacillus_A_rupiensis	3533	1.4049446517397766e-05	genus_proxy_ambiguous	10
Shewanella sp. W3-18-1	shewanella_sp_w3_18_1	shewanella	s__Shewanella_aestuarii--RS_GCF_014647215.1	s__Shewanella_aestuarii	3533	5.26216329105973e-06	genus_proxy_ambiguous	60
Owenweeksia hongkongensis	owenweeksia_hongkongensis	owenweeksia	s__Owenweeksia_sp002695025--GB_GCA_002695025.1	s__Owenweeksia_sp002695025	3533	5.131557481841585e-06	genus_proxy_unique	1
Priestia endophytica	priestia_endophytica	priestia	s__Priestia_D_taiwanensis--RS_GCF_014638355.1	s__Priestia_D_taiwanensis	3533	0.00026219839693097946	genus_proxy_ambiguous	6
Clostridium scatologenes	clostridium_scatologenes	clostridium	s__Clostridium_AD_bowmanii--RS_GCF_018861315.1	s__Clostridium_AD_bowmanii	3533	2.7757166499325146e-05	genus_proxy_ambiguous	135
Peptoclostridium acidaminophilum	peptoclostridium_acidaminophilum	peptoclostridium	s__Peptoclostridium_litorale--RS_GCF_900141635.1	s__Peptoclostridium_litorale	3533	3.83813375716274e-06	genus_proxy_unique	1
Clostridium thermosuccinogenes	clostridium_thermosuccinogenes	clostridium	s__Clostridium_AD_bowmanii--RS_GCF_018861315.1	s__Clostridium_AD_bowmanii	3533	9.563513988247375e-06	genus_proxy_ambiguous	135
Marinomonas sp. MWYL1	marinomonas_sp_mwyl1	marinomonas	s__Marinomonas_alcarazii--RS_GCF_003208215.1	s__Marinomonas_alcarazii	3533	1.7544884266059375e-07	genus_proxy_ambiguous	15
Bacillus smithii	bacillus_smithii	bacillus	s__Bacillus_AB_infantis--RS_GCF_000473245.1	s__Bacillus_AB_infantis	3533	6.623690266198256e-05	genus_proxy_ambiguous	108
Geminocystis sp. NIES-3709	geminocystis_sp_nies_3709	geminocystis	s__Geminocystis_sp009993045--GB_GCA_009993045.1	s__Geminocystis_sp009993045	3533	5.3994093672542676e-05	genus_proxy_unique	1
Exiguobacterium antarcticum	exiguobacterium_antarcticum	exiguobacterium	s__Exiguobacterium_A_acetylicum--RS_GCF_000702605.1	s__Exiguobacterium_A_acetylicum	3533	2.8847229699216025e-05	genus_proxy_ambiguous	22
Methylotenera versatilis	methylotenera_versatilis	methylotenera	s__Methylotenera_A_sp002083635--GB_GCA_002083635.1	s__Methylotenera_A_sp002083635	3533	0.0021906821388472638	genus_proxy_ambiguous	14
Acetivibrio thermocellus	acetivibrio_thermocellus	acetivibrio	s__Acetivibrio_clariflavus--RS_GCF_000237085.1	s__Acetivibrio_clariflavus	3533	0.0001264981847774281	genus_proxy_unique	1
Acetobacterium woodii	acetobacterium_woodii	acetobacterium	s__Acetobacterium_bakii--RS_GCF_001263355.1	s__Acetobacterium_bakii	3532	2.6093170201052202e-05	genus_proxy_ambiguous	7
Vitreoscilla sp. C1	vitreoscilla_sp_c1	vitreoscilla	s__Vitreoscilla_massiliensis--RS_GCF_001457815.1	s__Vitreoscilla_massiliensis	3532	3.53657874662702e-06	genus_proxy_ambiguous	2
Candidatus Planktophila sulfonica	planktophila_sulfonica	planktophila	s__Planktophila_dulcis--RS_GCF_002288225.1	s__Planktophila_dulcis	3532	0.00427276983395198	genus_proxy_ambiguous	40
Idiomarina sp. X4	idiomarina_sp_x4	idiomarina	s__Idiomarina_abyssalis--RS_GCF_900116625.1	s__Idiomarina_abyssalis	3532	6.473315564741005e-08	genus_proxy_ambiguous	10
Polaribacter sp. ALD11	polaribacter_sp_ald11	polaribacter	s__Polaribacter_dokdonensis--RS_GCF_024362345.1	s__Polaribacter_dokdonensis	3532	3.4163047141012037e-06	genus_proxy_ambiguous	22
Sulfurovum lithotrophicum	sulfurovum_lithotrophicum	sulfurovum	s__Sulfurovum_sp002281755--GB_GCA_002281755.1	s__Sulfurovum_sp002281755	3532	5.0005614289656865e-06	genus_proxy_ambiguous	10
Capnocytophaga sp. ChDC OS43	capnocytophaga_sp_chdc_os43	capnocytophaga	s__Capnocytophaga_bilenii--RS_GCF_017565765.1	s__Capnocytophaga_bilenii	3532	1.1572566209562639e-06	genus_proxy_ambiguous	14
Virgibacillus necropolis	virgibacillus_necropolis	virgibacillus	s__Virgibacillus_B_alimentarius--RS_GCF_000709085.1	s__Virgibacillus_B_alimentarius	3532	2.354649862582535e-06	genus_proxy_ambiguous	10
Rhodoluna lacicola	rhodoluna_lacicola	rhodoluna	s__Rhodoluna_limnophila--RS_GCF_005845365.1	s__Rhodoluna_limnophila	3531	0.0014125288823923538	genus_proxy_ambiguous	20
Virgibacillus phasianinus	virgibacillus_phasianinus	virgibacillus	s__Virgibacillus_B_alimentarius--RS_GCF_000709085.1	s__Virgibacillus_B_alimentarius	3531	2.614442400591889e-06	genus_proxy_ambiguous	10
Sphaerochaeta pleomorpha	sphaerochaeta_pleomorpha	sphaerochaeta	s__Sphaerochaeta_associata--RS_GCF_022869165.1	s__Sphaerochaeta_associata	3531	2.6474408791861063e-06	genus_proxy_ambiguous	8
Legionella lansingensis	legionella_lansingensis	legionella	s__Legionella_A_adelaidensis--RS_GCF_900637865.1	s__Legionella_A_adelaidensis	3531	8.211541070456981e-05	genus_proxy_ambiguous	46
Vibrio qinghaiensis	vibrio_qinghaiensis	vibrio	s__Vibrio_aerogenes--GB_GCA_024346755.1	s__Vibrio_aerogenes	3531	5.062620205585329e-06	genus_proxy_ambiguous	126
Methanosarcina sp. WH1	methanosarcina_sp_wh1	methanosarcina	s__Methanosarcina_acetivorans--RS_GCF_000007345.1	s__Methanosarcina_acetivorans	3531	0.00015830926612899962	genus_proxy_ambiguous	15
Nitratiruptor sp. SB155-2	nitratiruptor_sp_sb155_2	nitratiruptor	s__Nitratiruptor_tergarcus--RS_GCF_900176045.1	s__Nitratiruptor_tergarcus	3531	9.926716986384229e-06	genus_proxy_unique	1
Coxiella-like endosymbiont	coxiella_like_endosymbiont	coxiella	s__Coxiella_burnetii--RS_GCF_005280755.1	s__Coxiella_burnetii	3531	0.00010489508259054794	genus_proxy_ambiguous	4
Pseudoalteromonas sp. NC201	pseudoalteromonas_sp_nc201	pseudoalteromonas	s__Pseudoalteromonas_aliena--RS_GCF_014905615.1	s__Pseudoalteromonas_aliena	3530	0.0	genus_proxy_ambiguous	65
Lutibacter profundi	lutibacter_profundi	lutibacter	s__Lutibacter_litoralis--RS_GCF_014646675.1	s__Lutibacter_litoralis	3530	5.090323647482795e-06	genus_proxy_ambiguous	5
Marinomonas mediterranea	marinomonas_mediterranea	marinomonas	s__Marinomonas_alcarazii--RS_GCF_003208215.1	s__Marinomonas_alcarazii	3530	4.1251181343002687e-07	genus_proxy_ambiguous	15
Sphingobacterium sp. ML3W	sphingobacterium_sp_ml3w	sphingobacterium	s__Sphingobacterium_alkalisoli--RS_GCF_005049105.1	s__Sphingobacterium_alkalisoli	3530	6.962716746226454e-05	genus_proxy_ambiguous	26
Bacillus sp. Pc3	bacillus_sp_pc3	bacillus	s__Bacillus_AB_infantis--RS_GCF_000473245.1	s__Bacillus_AB_infantis	3530	2.594332580496512e-05	genus_proxy_ambiguous	108
Campylobacter jejuni	campylobacter_jejuni	campylobacter	s__Campylobacter_A_anatolicus--RS_GCF_018145655.1	s__Campylobacter_A_anatolicus	3530	6.417417939613938e-06	genus_proxy_ambiguous	90
Vibrio sp. EJY3	vibrio_sp_ejy3	vibrio	s__Vibrio_aerogenes--GB_GCA_024346755.1	s__Vibrio_aerogenes	3530	5.1033278770328155e-09	genus_proxy_ambiguous	126
Veillonella rodentium	veillonella_rodentium	veillonella	s__Veillonella_A_magna--RS_GCF_000428745.1	s__Veillonella_A_magna	3530	8.746148312576363e-06	genus_proxy_ambiguous	33
Terribacillus aidingensis	terribacillus_aidingensis	terribacillus	s__Terribacillus_saccharophilus--GB_GCA_900110015.1	s__Terribacillus_saccharophilus	3530	6.110312821077907e-05	genus_proxy_ambiguous	3
